penalty_to_export_value_ratio,control_id,stage_label,trajectory_count,mean_selected_gamma,changed_set_delivery_gain_kw,outside_delivery_loss_kw,signed_feeder_delivery_change_kw,positive_part_feeder_loss_kw,externality_interval_percent,productive_high_request_interval_percent,idle_award_kw,request_attenuation_kw
0.0,EXTERNALITY_CF_BETA_050,CONSEQUENCE_PLUS_NOMINAL_ECF,90,1.5133333333333334,12.665329277565034,9.439467627506465,3.225861650058562,6.076984610153453,21.11111111111111,50.69444444444444,68.28062323194969,57.36209949062344
0.0,NO_FEEDBACK,CONSEQUENCE_ONLY_NO_METERED_FEEDBACK,90,1.5133333333333334,15.947983078774818,37.646728076341844,-21.698744997566997,22.855105718922353,50.138888888888886,15.0,93.78089951483766,0.0
1.0,EXTERNALITY_CF_BETA_050,CONSEQUENCE_PLUS_NOMINAL_ECF,90,1.1426666666666667,7.657070446890612,0.6121192543146834,7.0449511925759385,2.68526384632798,8.88888888888889,52.5,63.84347581648285,30.811520608005512
1.0,NO_FEEDBACK,CONSEQUENCE_ONLY_NO_METERED_FEEDBACK,90,1.1426666666666667,8.677619116524308,9.356744116940991,-0.6791250004166991,2.0409079132463313,15.555555555555555,33.05555555555556,73.97908361063833,0.0
10.0,EXTERNALITY_CF_BETA_050,CONSEQUENCE_PLUS_NOMINAL_ECF,90,1.0453333333333332,1.1037610741146342,-5.887047607550319,6.9908086816649675,1.8852050371938212,1.25,41.11111111111111,63.55945263218335,25.80540049358372
10.0,NO_FEEDBACK,CONSEQUENCE_ONLY_NO_METERED_FEEDBACK,90,1.0453333333333332,0.07066700808757387,0.16025976634055802,-0.08959275825298804,0.09755128331633024,0.0,10.972222222222221,73.23585730996099,0.0
