total_delivery_recovery_threshold_kw,gate_interval_count,gate_interval_share_meeting_threshold,median_gate_total_delivery_recovery_kw,lower_quartile_gate_total_delivery_recovery_kw,upper_quartile_gate_total_delivery_recovery_kw
0.0,12910,1.0,37.84368697459945,25.606197260939076,57.52656214999762
0.1,12910,1.0,37.84368697459945,25.606197260939076,57.52656214999762
1.0,12910,1.0,37.84368697459945,25.606197260939076,57.52656214999762
5.0,12910,0.994577846630519,37.84368697459945,25.606197260939076,57.52656214999762
