trajectory_id,scenario_id,spatial_pattern,coalition_size,profile_id,forecast_cv,penalty_to_export_value_ratio,control_id,control_role,beta,q_mode,method_id,interval_count,mean_selected_gamma,externality_interval_share,productive_high_request_interval_share,mean_private_utility_gain_mw_equivalent,mean_coalition_delivery_gain_mw,mean_outside_delivery_loss_mw,mean_total_delivery_change_mw,mean_system_delivery_loss_mw,mean_incremental_coalition_idle_award_mw,mean_reported_total_idle_award_mw,mean_request_attenuation_mw,mean_redistribution_mw,mean_jain_norm_change,terminal_mean_score,externality_gate_interval_share,replay_attempt_rate,replay_valid_rate,mean_replay_outsider_allocation_gain_mw,mean_replay_outsider_delivery_gain_mw,mean_replay_total_delivery_gain_mw,mean_replay_redistribution_mw,solver_pass_rate,ac_numerical_pass_rate,matched_q_pair_pass_rate,maximum_loading_ratio,minimum_voltage_pu,maximum_mva_excess,unique_request_solve_count,trajectory_hash
DF_SINGLE_P021::CLUSTERED_SHORTFALL::THETA_1000::EXTERNALITY_CF_BETA_050::Q95::fairness_qp,DF_SINGLE_P021,SINGLE,1,CLUSTERED_SHORTFALL,0.2,10.0,EXTERNALITY_CF_BETA_050,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,0.5,Q95,fairness_qp,16,1.0,0.0,0.625,0.005796218200972069,0.00022743436558033325,-0.002455680750438567,0.0026831151160189165,0.0026837591460601995,-0.0005568783835391737,0.056696283434385375,0.04075668389053354,0.024961418435848058,0.0014237267501152132,0.8992166646321614,1.0,1.0,1.0,0.03988193994237575,0.038000767678872,0.024136224387370023,0.05522138333413154,1.0,1.0,1.0,0.9090909176142395,0.9558071725737249,0.0,104,E2F95AC336A10FB88543EDEA00E4B4D217DF1FC8634A291BFAD3D3B5CB52DB98
DF_SINGLE_P021::CLUSTERED_SHORTFALL::THETA_1000::EXTERNALITY_CF_BETA_100::Q95::fairness_qp,DF_SINGLE_P021,SINGLE,1,CLUSTERED_SHORTFALL,0.2,10.0,EXTERNALITY_CF_BETA_100,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,1.0,Q95,fairness_qp,16,1.0,0.0,0.125,0.0008985222646970131,-0.0003357279974750219,0.013761752373817873,-0.014097480371292895,0.014583844914021926,-0.00012342502621720368,0.06367836691074279,0.08310625312500008,0.05270527315342971,-0.00823287129771623,0.91,1.0,1.0,1.0,0.04144130973498566,0.041254021404359444,0.033271190867932746,0.056551253591077565,1.0,1.0,1.0,0.9090909155898881,0.9555945309692622,0.0,104,7CDE9E2E0CD71B7C23B7514FC105CB47AD6CDA914596CABEA8D4DD12B34E9B86
DF_SINGLE_P021::CLUSTERED_SHORTFALL::THETA_1000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::fairness_qp,DF_SINGLE_P021,SINGLE,1,CLUSTERED_SHORTFALL,0.2,10.0,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,EQUAL_ATTENUATION_UNIFORM_CONTROL,,Q95,fairness_qp,16,1.0,0.0,0.0,-0.0007322684858944665,6.827965989560612e-05,0.00433856256224636,-0.004270282902350736,0.0045574522552978836,8.005481457900709e-05,0.0738986095671183,0.04075668389053348,0.008584607978658466,0.0016076646510235632,0.7342312264507408,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909113473056,0.9559476495051611,0.0,104,8064E36B96108FD7E2CA8B2C03CDC59E61751ACACE694E876343AB6DEB5E7D50
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::weighted_proportional,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,NO_FEEDBACK,PENALTY_ONLY_BEHAVIORAL_REQUEST,0.0,Q0,weighted_proportional,16,1.7,0.3125,0.375,0.010101588997543098,0.010101588997543098,0.012636357072315557,-0.0025347680747724727,0.004696448939797843,0.009385464039799361,0.054500526932892535,0.0,0.01893360438944618,-0.0034897713598075475,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090908971312973,0.9573365831684633,0.0,117,3D795A7E70B44E2DE7D7448D1799DC7E6D0D3E930D32DF884D535318217656DF
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::weighted_proportional,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,DELIVERY_RATIO_CF_BETA_050,DELIVERY_ONLY_RATIO_FILTER_ABLATION,0.5,Q0,weighted_proportional,16,1.7,0.0,0.6875,0.006880399607813654,0.006880399607813654,0.00790786797058763,-0.0010274683627739534,0.0036276459458781524,0.005509307761082053,0.05304956101936826,0.008858251389927282,0.011808091821762325,-0.0016052613227143173,0.9680645794933697,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909151661198,0.9572422110887279,0.0,117,6E52CAED79A0CC2D441DECB9F5152F08C700626262052FF7CC589BC9D790C321
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::weighted_proportional,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_025,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,0.25,Q0,weighted_proportional,16,1.7,0.0,0.6875,0.005507763583577524,0.005507763583577524,0.006075554137347931,-0.000567790553770417,0.002837902478325452,0.004282044879482106,0.05254881469025307,0.01209094329327283,0.00922872717598206,-0.0009971313137864604,0.8661035194845559,1.0,1.0,1.0,0.07731866158847815,0.07708067140848161,0.03910689751756492,0.08392062508482397,1.0,1.0,1.0,0.9090909176181552,0.9572613108202803,0.0,117,D94C2B8EBE18082F868300FDF99241DB1B5CC8EA627A5E8D5640780810EE12D1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::weighted_proportional,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_050,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,0.5,Q0,weighted_proportional,16,1.7,0.0625,0.375,0.003724082981999771,0.003724082981999771,0.006901449516994456,-0.003177366534994716,0.004279532468418626,0.0048568258552581026,0.054748712277887204,0.018399521303558347,0.009488063394221433,-0.001162152386339238,0.8634023539225261,1.0,1.0,1.0,0.07824447685882248,0.07824447685882248,0.04189099584862835,0.08467333507345193,1.0,1.0,1.0,0.9090909183821337,0.9572111449705367,0.0,117,5F22B074D665C8D7DD8FCA4439A1C048E066A20B3F400EEA3388CFDD0DBD3135
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::weighted_proportional,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_100,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,1.0,Q0,weighted_proportional,16,1.7,0.25,0.0625,0.0035625420919898317,0.0035625420919898317,0.04975506884468049,-0.04619252675269066,0.04640014554421021,0.0070154552615405135,0.08526801740351808,0.1350664875,0.08000715259942667,-0.01810652536622851,0.8566666666666667,1.0,1.0,1.0,0.08598921958084055,0.08556145593289662,0.07830327457664407,0.08925770917030558,1.0,1.0,1.0,0.9090909254014354,0.9570462934110304,0.0,117,E33CE6C902203E39D3372C6D4B078AE971CD3DAD78746087C9FC72216884F48D
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::weighted_proportional,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,EQUAL_ATTENUATION_UNIFORM_CONTROL,,Q0,weighted_proportional,16,1.7,0.3125,0.375,0.010101588997539783,0.010101588997539783,0.012636357072437618,-0.0025347680748978446,0.004696448939872699,0.009385464039792487,0.05450052693282788,0.018399521303558403,0.018933604389531008,-0.0034897713598076516,0.7520686843489234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909197445647,0.9573365831363307,0.0,117,2DEFB036DC1E54424B5F97D5717863B718746FDB93CF21708F27542D963A9554
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::equal_kw_reduction,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,NO_FEEDBACK,PENALTY_ONLY_BEHAVIORAL_REQUEST,0.0,Q0,equal_kw_reduction,16,1.5,0.375,0.3125,0.008345853565966083,0.008345853565966083,0.012865253328799026,-0.0045193997628328875,0.0070589360901305576,0.015129761076750566,0.09811667956190136,0.0,0.02044420232332504,-0.011957496441968307,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090908991504898,0.9579096552919862,0.0,119,3C3F37A903172D98CA479E146CBE4C202F2043FCA47C92979DB2FAE58A88ADF9
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::equal_kw_reduction,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,DELIVERY_RATIO_CF_BETA_050,DELIVERY_ONLY_RATIO_FILTER_ABLATION,0.5,Q0,equal_kw_reduction,16,1.5,0.0625,0.5625,0.005697310721360763,0.005697310721360763,0.006492906160825614,-0.0007955954394648079,0.003529383463354935,0.006799048183105037,0.09207013174383405,0.011288416889806252,0.010843963019661599,-0.005293684552751789,0.9573633226631878,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909117695777,0.9577506672411429,0.0,119,E5FD0C9546FF94795CBCC2097D7FDA306E488C55363E3CBFA77CCC6CD01BF898
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::equal_kw_reduction,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_025,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,0.25,Q0,equal_kw_reduction,16,1.5,0.0625,0.625,0.004003074548551197,0.004003074548551197,0.004694659375518878,-0.0006915848269676284,0.002435443422522915,0.005278090090513055,0.09119256874341898,0.014590812650832216,0.0077979002609811976,-0.0035360294775844264,0.889300089731114,1.0,1.0,1.0,0.052549619755243325,0.0513628075327131,0.027731450733020316,0.08368677264917754,1.0,1.0,1.0,0.9090909262275535,0.957777166383643,0.0,119,A57F426573092EC5D6C2738B1CB710E94237A6B56DDCA4A5960A1A7A92DF6F7A
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::equal_kw_reduction,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_050,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,0.5,Q0,equal_kw_reduction,16,1.5,0.0625,0.375,0.003911115369654422,0.003911115369654422,0.007717621384077013,-0.0038065060144225477,0.005070533332072927,0.006262772468942669,0.0926971333658499,0.018271189565277096,0.010642551214059617,-0.0034181534083922993,0.8853257497151693,1.0,1.0,1.0,0.05293852828217876,0.05167956328316286,0.028945752478268083,0.0841847362264617,1.0,1.0,1.0,0.9090909229520272,0.9577239181010959,0.0,119,CD98CEF280DE4D2179ACFBECC7DDFD1FE1589C6024B3AD1CDE9212162961DC7E
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::equal_kw_reduction,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_100,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,1.0,Q0,equal_kw_reduction,16,1.5,0.3125,0.0,0.0007015183344895159,0.0007015183344895159,0.07614759334321096,-0.0754460750087214,0.0754460750087214,0.009046138163401924,0.11168199521438579,0.13253624999999997,0.08111906567018005,0.013228379111411538,0.8666666666666667,1.0,1.0,1.0,0.04992199676783006,0.04863380178709304,0.0405722254833108,0.08483278414299904,1.0,1.0,1.0,0.9090909153390359,0.9573570228994811,0.0,119,350E791B46456F95C512E6F0B66C7532AA128D3257864737DC9BB0CA0AB98696
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::equal_kw_reduction,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,EQUAL_ATTENUATION_UNIFORM_CONTROL,,Q0,equal_kw_reduction,16,1.5,0.375,0.3125,0.008313240774265726,0.008313240774265726,0.015562382402049626,-0.007249141627783881,0.008722091397311865,0.014622176475326449,0.09544596213146533,0.018271189565277096,0.022605545017853793,-0.00816754636301914,0.7520686843489234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909192710851,0.9578542294672927,0.0,119,465975084D917548EAF7A5F410F90633BC2C9887533E15234911AC1A8D52F7F2
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::flat_level,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,NO_FEEDBACK,PENALTY_ONLY_BEHAVIORAL_REQUEST,0.0,Q0,flat_level,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041655670009937265,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090908983503695,0.955563065083861,0.0,85,4D5B5E02B082CCA1D0037D1987C8E27ECFB53CD151B795445CD4F3276502ACE3
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::flat_level,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,DELIVERY_RATIO_CF_BETA_050,DELIVERY_ONLY_RATIO_FILTER_ABLATION,0.5,Q0,flat_level,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041655670009937265,0.0,0.0,0.0,0.9533934819610622,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090908983503695,0.955563065083861,0.0,85,E80D15709278A3FDA2581F84FD4597AB26D2230CF4B43B7E55C3C0A5C09DCEC2
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::flat_level,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_025,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,0.25,Q0,flat_level,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041655670009937265,0.0,0.0,0.0,0.9127761943521909,1.0,1.0,1.0,0.13577825217492717,0.12969354290276258,0.12969354290276258,0.08871696109243221,1.0,1.0,1.0,0.9090908983503695,0.955563065083861,0.0,85,D60AEAEC970C7DD73D3A1F49A4861144447B03D6F554632C0B175F610358E297
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::flat_level,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_050,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,0.5,Q0,flat_level,16,1.0,0.0,0.625,0.0003436023147661382,0.0003436023147661382,-0.0029988383833116808,0.0033424406980778337,0.0,0.0,0.04204590750258196,0.002541376318359434,0.0029440933113646776,0.001344128551400911,0.9122409057617188,1.0,1.0,1.0,0.13629006179453843,0.12947879446852076,0.12947879446852073,0.0891679846485602,1.0,1.0,1.0,0.9090909215841554,0.955563065083861,0.0,85,044246BEF84F5E00D0CE6409F8A125E4976CF42B62DDE5CA9EE86AA1208BA4CF
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::flat_level,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_100,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,1.0,Q0,flat_level,16,1.0,0.0,0.8125,0.006768062994385066,0.006768062994385066,-0.0642973294049725,0.07106539239935758,0.0,0.002126072584437873,0.060142885607836774,0.07434078750000009,0.0829077146335658,0.018566707062604333,0.8966666666666666,1.0,1.0,1.0,0.22608974980806984,0.21309793185452164,0.2130979318545216,0.1431163177079533,1.0,1.0,1.0,0.9090909170502974,0.955563065083861,0.0,85,5A77921421325960453761D423ECE804DA136ABDB83017D9F2CAD2FD96F334E2
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::flat_level,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,EQUAL_ATTENUATION_UNIFORM_CONTROL,,Q0,flat_level,16,1.0,0.0,0.8125,0.00019179841751275914,0.00019179841751275914,-0.001998079732013848,0.0021898781495266195,0.0,1.3388917584227812e-05,0.04167710273050601,0.0025413763183594756,0.0017669672563101401,0.000847773517724755,0.7489782016348774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909136055785,0.955563065083861,0.0,85,2D2341667B8B5776470E7B6F3B642FD8C5053D5C18BE06C7C4D0B6A90319BF80
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::max_export_lp,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,NO_FEEDBACK,PENALTY_ONLY_BEHAVIORAL_REQUEST,0.0,Q0,max_export_lp,16,1.4,0.125,0.1875,0.005120718749996601,0.005120718749996601,0.015546936913699958,-0.010426218163703357,0.01108778207975511,0.01897678124994638,0.12412558185343421,0.0,0.020933549711822045,-0.015997386481605536,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909037344389,0.9581685892156112,0.0,118,0BCFD21B42944668D875D948C194644135496E585E661F8272D88DF45ACBADCE
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::max_export_lp,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,DELIVERY_RATIO_CF_BETA_050,DELIVERY_ONLY_RATIO_FILTER_ABLATION,0.5,Q0,max_export_lp,16,1.4,0.0,0.3125,0.003236335841995055,0.003236335841995055,0.005952406557559878,-0.0027160707155648584,0.004632700163052977,0.007605210079062478,0.11344021450117553,0.0132559540789252,0.009571695188535161,-0.006051117884190292,0.9533015839294012,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909096347403,0.9579764125523798,0.0,118,DE11F0271DC9959C40B5B9AAAF785F22AE9FC80E771F00E05FA1F682865BB406
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::max_export_lp,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_025,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,0.25,Q0,max_export_lp,16,1.4,0.0,0.3125,0.0008249939006886725,0.0008249939006886725,0.0034368108708101026,-0.0026118169701214583,0.0030931627851856075,0.005578835191027095,0.11205290163485221,0.017693670908274894,0.005369018316094957,-0.0033705288268975273,0.888656730792718,1.0,1.0,1.0,0.04692011688086784,0.04445651634500899,0.044456516344643135,0.07948650925804296,1.0,1.0,1.0,0.9090909148039442,0.9580142754363618,0.0,118,55E29B5D034FBE0850CADAEC975565CD22ADF2186E82C93DC0BC69570F72BCC4
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::max_export_lp,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_050,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,0.5,Q0,max_export_lp,16,1.4,0.0,0.125,0.0007921148586240356,0.0007921148586240356,0.005960453882328241,-0.005168339023704227,0.005522705068652392,0.0057825395851052955,0.11265506544099713,0.021885845206832857,0.008011778261330676,-0.0027763525040107873,0.8885073598225912,1.0,1.0,1.0,0.04727605762668895,0.04436107500306581,0.04436107500174574,0.07996556153450306,1.0,1.0,1.0,0.9090909110427601,0.9579470731869034,0.0,118,D2B71421DDB4697A5EA066316DD7E1AECDD261096E36854B71EBD41D8C332268
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::max_export_lp,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_100,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,1.0,Q0,max_export_lp,16,1.4,0.25,0.0,-0.001807312500007287,-0.001807312500007287,0.07447904825103072,-0.07628636075103801,0.07628636075103801,0.009638999999982328,0.1288423488362968,0.12892162499999998,0.0743054398279351,0.0031116607761092624,0.8666666666666667,1.0,1.0,1.0,0.040401805583791965,0.03713844353138293,0.037138443530418855,0.08462207721052642,1.0,1.0,1.0,0.9090909060590092,0.9575081780586562,0.0,118,7E2237C3DC3902FB2024E6820980BEB584D991236F04003846888241F3D64493
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::max_export_lp,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,EQUAL_ATTENUATION_UNIFORM_CONTROL,,Q0,max_export_lp,16,1.4,0.25,0.0625,0.005043794606854465,0.005043794606854465,0.01778155924825509,-0.01273776464140064,0.013003396131994083,0.01787704704868216,0.1184346637697744,0.02188584520683283,0.023758123648094223,-0.009605054248884727,0.7468921059775951,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909195694996,0.9580794224174546,0.0,118,8F20294A2ECC33F59DA30E0E5800C85DB0F4C501EA03D6897D8BA162F2D036C6
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::fairness_qp,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,NO_FEEDBACK,PENALTY_ONLY_BEHAVIORAL_REQUEST,0.0,Q0,fairness_qp,16,1.7,0.375,0.3125,0.008970620081102589,0.008970620081102589,0.010811751240135024,-0.001841131159032422,0.00436059646980938,0.009695270611584574,0.08541382970259831,0.0,0.01643804007676706,-0.004880220057743245,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.909090906833971,0.9578265459669077,0.0,121,383F258FEAF86BA96D22BE9108F90351C7BA91683312C9FB5105B502640DF56C
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::fairness_qp,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,DELIVERY_RATIO_CF_BETA_050,DELIVERY_ONLY_RATIO_FILTER_ABLATION,0.5,Q0,fairness_qp,16,1.7,0.0,0.6875,0.006248429587845268,0.006248429587845268,0.006350510159609836,-0.00010208057176455676,0.0028634168216749023,0.005357377705343245,0.08231605185705748,0.009359793363216545,0.010057320308714467,-0.0024407576709777196,0.9661792430790904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.909090918092581,0.9577122347019135,0.0,121,60A5D9D7EE7F9C94CD3A9630EEC113E8B19316941D50D6DA2E677EE321F8A26B
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::fairness_qp,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_025,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,0.25,Q0,fairness_qp,16,1.7,0.0,0.6875,0.004457985537201313,0.004457985537201313,0.004394433823485992,6.355171371529023e-05,0.0020364609511762527,0.003928087599683639,0.08144166101517421,0.01356125637641814,0.007191965430735703,-0.0014911932813677573,0.913382503062021,1.0,1.0,1.0,0.047918864854272714,0.04413348733798402,0.028596233352908645,0.07244888992726117,1.0,1.0,1.0,0.9090909134546061,0.9577204913700138,0.0,121,CCAFFFCE6BDD96C651DD5BA1B6A3BE3A320883F00E3A4AD010A80E50EA5B06D8
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::fairness_qp,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_050,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,0.5,Q0,fairness_qp,16,1.7,0.0625,0.375,0.003508815789698207,0.003508815789698207,0.00640203816457428,-0.0028932223748760755,0.004003989363899077,0.004819366576694574,0.082967592696136,0.018190830246734582,0.008780806732911229,-0.0015498279039463242,0.9124634297688803,1.0,1.0,1.0,0.0499351380054765,0.04682198962352595,0.03117973257215545,0.0742724938764915,1.0,1.0,1.0,0.9090909160974701,0.9576764213687701,0.0,121,760DD778D73200DB7B205998AAC5BF1026C92C70741106C58CAE352BB8ECEE4B
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::fairness_qp,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,EXTERNALITY_CF_BETA_100,COUNTERFACTUAL_EXTERNALITY_CONDITIONED_FEEDBACK,1.0,Q0,fairness_qp,16,1.7,0.3125,0.0,0.0028119921470271207,0.0028119921470271207,0.06574420704739828,-0.06293221490037117,0.06293221490037117,0.007580234834090027,0.10506100626505738,0.133590515625,0.07597213693897903,-0.013304510454294177,0.8666666666666667,1.0,1.0,1.0,0.05335365695168926,0.05295014776908645,0.05052825804568892,0.08041827647007209,1.0,1.0,1.0,0.9090909088460045,0.9573672860910015,0.0,121,26D978279AC61D175748E3F7CF6512406385DDCED6D8A1FAC9AD2C28B465E028
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::fairness_qp,DF_SINGLE_P021,SINGLE,1,INTERMITTENT_SHORTFALL,0.2,0.0,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,EQUAL_ATTENUATION_UNIFORM_CONTROL,,Q0,fairness_qp,16,1.7,0.375,0.3125,0.009003567258607036,0.009003567258607036,0.013144706063892293,-0.004141138805285258,0.0057157321409564005,0.009765042868724845,0.0835614402451695,0.01819083024673461,0.018616958063252597,-0.004088497660422595,0.7520686843489234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9090909140380591,0.9577822775677821,0.0,121,879380D3545FEDAAABA9591D4F766F51883B50B34D15BAEE10EC09A022CFC4ED
