profile_id,method_id,penalty_to_export_value_ratio,control_id,trajectory_count,interval_count,mean_selected_gamma,externality_interval_share,productive_high_request_interval_share,mean_private_utility_gain_mw_equivalent,mean_coalition_delivery_gain_mw,mean_outside_delivery_loss_mw,mean_total_delivery_change_mw,mean_system_delivery_loss_mw,mean_incremental_coalition_idle_award_mw,mean_reported_total_idle_award_mw,mean_request_attenuation_mw,mean_redistribution_mw,mean_jain_norm_change,terminal_mean_score,solver_pass_rate,ac_numerical_pass_rate,matched_q_pair_pass_rate,maximum_loading_ratio,minimum_voltage_pu,maximum_mva_excess,externality_gate_interval_share,replay_attempt_rate,replay_valid_rate,mean_replay_outsider_allocation_gain_mw,mean_replay_outsider_delivery_gain_mw,mean_replay_total_delivery_gain_mw,mean_replay_redistribution_mw
CLUSTERED_SHORTFALL,weighted_proportional,0.0,NO_FEEDBACK,6,96,1.7,0.6875,0.20833333333333334,0.02861374260017803,0.02861374260017803,0.03795646490941216,-0.009342722309234127,0.010714650830222517,0.022296466496928558,0.055902389464181114,0.0,0.05305980630085305,-0.010270725243797463,1.0,1.0,1.0,1.0,0.9090909086412845,0.955472141209247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CLUSTERED_SHORTFALL,weighted_proportional,0.0,DELIVERY_RATIO_CF_BETA_050,6,96,1.7,0.3541666666666667,0.5416666666666666,0.02793205914463129,0.027932059144631288,0.027864799198549197,6.725994608209468e-05,0.003876253423513031,0.010259859675987566,0.04851801815615708,0.019985731159093738,0.03938465047402287,-0.006575562489781994,0.9714820741542143,1.0,1.0,1.0,0.9090909179135591,0.955472141209247,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CLUSTERED_SHORTFALL,weighted_proportional,0.0,EXTERNALITY_CF_BETA_025,6,96,1.7,0.25,0.6041666666666666,0.024019754419234724,0.02401975441923472,0.021726103765895715,0.002293650653339014,0.0036904892088463113,0.009250613546607056,0.04938488887181262,0.03373820432114231,0.03488639763210291,-0.005172888401947268,0.881161111610062,1.0,1.0,1.0,0.9090909158091265,0.955472141209247,0.0,0.8958333333333334,1.0,1.0,0.07852865293902901,0.07596271622981038,0.03172273565276431,0.08607676119394385
CLUSTERED_SHORTFALL,weighted_proportional,0.0,EXTERNALITY_CF_BETA_050,6,96,1.7,0.20833333333333334,0.625,0.024721240890342045,0.02472124089034204,0.018560903532943852,0.00616033735739821,0.0028881669214124947,0.006351387916304907,0.04353242462318808,0.053177536568641694,0.03862038131657077,-0.00667085237745876,0.8980286153157553,1.0,1.0,1.0,0.9090909180199556,0.955472141209247,0.0,0.9375,1.0,1.0,0.06787884729943859,0.0657664195293323,0.02839105950684548,0.07439331597255676
CLUSTERED_SHORTFALL,weighted_proportional,0.0,EXTERNALITY_CF_BETA_100,6,96,1.7,0.4166666666666667,0.2708333333333333,0.01621045279942077,0.016210452799420766,0.04030381608865586,-0.024093363289235076,0.028279210005471817,0.01585940383582162,0.05982873611371541,0.11133045000000003,0.06945016213643627,-0.02182959160225149,0.9016666666666667,1.0,1.0,1.0,0.9090909149920772,0.9551319718739029,0.0,1.0,1.0,1.0,0.07596402097582239,0.07540981054359978,0.05194138666022222,0.07963059048645767
CLUSTERED_SHORTFALL,weighted_proportional,0.0,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,6,96,1.7,0.6875,0.20833333333333334,0.028613742600213,0.02861374260021299,0.03795646490880729,-0.009342722308594278,0.010714650829606057,0.02229646649701476,0.05590238946449874,0.053177536568641694,0.05305980630049548,-0.010270725243797487,0.7539018016103086,1.0,1.0,1.0,0.909090916106267,0.9554721411772096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CLUSTERED_SHORTFALL,weighted_proportional,1.0,NO_FEEDBACK,6,96,1.2,0.25,0.5,0.011560260590365273,0.021555254473831692,0.02224457617202231,-0.0006893216981905906,0.0034728758457850764,0.00999499388346642,0.05074268445862345,0.0,0.03195299775830165,-0.00387407510186479,1.0,1.0,1.0,1.0,0.9090909054653987,0.9555592412402187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CLUSTERED_SHORTFALL,weighted_proportional,1.0,DELIVERY_RATIO_CF_BETA_050,6,96,1.2,0.1875,0.6458333333333334,0.014755617896260028,0.021415742435784868,0.019697088245126296,0.0017186541906585885,0.0018973256375251907,0.0066601245395248405,0.048623863202524265,0.005205941309080167,0.028334039059938237,-0.003222659237769243,0.9710692745576694,1.0,1.0,1.0,0.9090909201951235,0.9555592412402187,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CLUSTERED_SHORTFALL,weighted_proportional,1.0,EXTERNALITY_CF_BETA_025,6,96,1.2,0.08333333333333333,0.6458333333333334,0.013152767299992875,0.019726673968664527,0.016905133506217012,0.002821540462447527,0.0023834064593176766,0.006573906668671651,0.048796523328222284,0.013621328178490147,0.027861351033470982,-0.003184316010648553,0.8821708188508638,1.0,1.0,1.0,0.9090909173722268,0.9555592412402187,0.0,0.8958333333333334,1.0,1.0,0.07521101088168207,0.07138652397503463,0.02954782618117403,0.08292311600188247
CLUSTERED_SHORTFALL,weighted_proportional,1.0,EXTERNALITY_CF_BETA_050,6,96,1.2,0.08333333333333333,0.6875,0.015399928344698319,0.01824033657097367,0.012254804866605434,0.005985531704368244,0.002324319285046494,0.002840408226275353,0.04293718593748077,0.04584488908996585,0.030627442768862576,-0.004406415188067933,0.8908709547254774,1.0,1.0,1.0,0.9090909167749689,0.955507636230719,0.0,1.0,1.0,1.0,0.06653503421297068,0.06568828299156296,0.03069414467674224,0.07223317923263609
CLUSTERED_SHORTFALL,weighted_proportional,1.0,EXTERNALITY_CF_BETA_100,6,96,1.2,0.1875,0.2916666666666667,0.003131448058403541,0.011255870091057591,0.02760491308670422,-0.01634904299564661,0.020213669917684356,0.00812442203265405,0.05491694792761965,0.09991425937500002,0.062276295934763665,-0.016651806644183812,0.9016666666666667,1.0,1.0,1.0,0.9090909177321453,0.9552162216449963,0.0,1.0,1.0,1.0,0.06829807301622877,0.06812399584907826,0.04634313241527371,0.07249794218882648
CLUSTERED_SHORTFALL,weighted_proportional,1.0,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,6,96,1.2,0.25,0.5,0.011560260590471631,0.021555254473955284,0.02224457617147073,-0.0006893216975154386,0.0034728758456753724,0.009994993883483655,0.050742684458904806,0.045844889089965896,0.03195299775796421,-0.0038740751018647678,0.7477724997942091,1.0,1.0,1.0,0.9090909211769254,0.9555592412071089,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CLUSTERED_SHORTFALL,weighted_proportional,10.0,NO_FEEDBACK,6,96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508588615624399,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.9090908986590723,0.9556770734851585,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CLUSTERED_SHORTFALL,weighted_proportional,10.0,DELIVERY_RATIO_CF_BETA_050,6,96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0508588615624399,0.0,0.0,0.0,0.9676233534129218,1.0,1.0,1.0,0.9090908986590723,0.9556770734851585,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CLUSTERED_SHORTFALL,weighted_proportional,10.0,EXTERNALITY_CF_BETA_025,6,96,1.0,0.0,0.25,0.0007991679842792072,-4.837635385849694e-05,-0.000555036535490781,0.0005066601816322916,0.001596276413608523,-8.475443381377042e-05,0.05003324445862637,0.011869620749635268,0.008483110591721738,-0.00043093773800360197,0.8683999629621392,1.0,1.0,1.0,0.9090909132740778,0.9556339665006113,0.0,1.0,1.0,1.0,0.07238865757700762,0.07238865757700762,0.03793241762847423,0.07843907099208368
CLUSTERED_SHORTFALL,weighted_proportional,10.0,EXTERNALITY_CF_BETA_050,6,96,1.0,0.0,0.5416666666666666,0.007885845354974892,0.00047249388637683455,-0.004518747907833087,0.004991241794209948,0.0013221391826840415,-0.0007413351468598058,0.044812997527575754,0.031092908354187127,0.01989541910616615,-0.0014510767747546692,0.8953014628092447,1.0,1.0,1.0,0.9090909161172867,0.9556108026163845,0.0,1.0,1.0,1.0,0.06244933268183433,0.061597878830567394,0.033189262910392724,0.06783547306479236
CLUSTERED_SHORTFALL,weighted_proportional,10.0,EXTERNALITY_CF_BETA_100,6,96,1.0,0.020833333333333332,0.25,-0.0017056436907772847,-0.0018966195887533555,0.009068287267816427,-0.010964906856569777,0.015727272715229668,-1.909758979760715e-05,0.051153304081637735,0.08391954375000006,0.057067479808865916,-0.012680235962479225,0.91,1.0,1.0,1.0,0.9090909178666108,0.9553317640808262,0.0,1.0,1.0,1.0,0.05923590807020698,0.05923590807020698,0.042643544488293585,0.06349078786687905
