reporter_id,q_mode,method_id,forecast_cv,gamma_from,gamma_to,own_delivery_increment_kw,outside_delivery_decrement_kw,feeder_delivery_increment_kw,idle_award_increment_kw,stepwise_consequence_equivalent_ratio
p001,Q0,flat_level,0.3,1.1,1.2,1.1295703125000014,13.340355743167894,-12.210785430667892,2.485054687499995,5.368234272779127
p001,Q0,flat_level,0.3,1.2,1.3,1.1295703125000014,15.18121371713472,-14.051643404634717,2.4850546875000017,6.109005887676147
p001,Q0,flat_level,0.3,1.3,1.4,0.07367062909433703,5.2496609607052065,-5.175990331610869,1.1050594364151594,4.750568872327119
p001,Q0,max_export_lp,0.1,1.1,1.2,2.2529778702373715e-05,2.387532637565526e-05,-1.3455476732815441e-06,1.5019852445119497e-06,15.895846156207234
p001,Q0,max_export_lp,0.1,1.2,1.3,5.221499759650028e-05,5.5250605139611775e-05,-3.035607543111496e-06,3.480999839072796e-06,15.872050472236852
p001,Q0,max_export_lp,0.1,1.4,1.5,1.639487810789486e-05,1.7369809798828406e-05,-9.749316909335448e-07,1.0929918740909539e-06,15.891984387601191
p001,Q0,max_export_lp,0.1,1.6,1.7,7.711055247799914e-05,8.164172347197018e-05,-4.531170993971045e-06,5.1407034983019795e-06,15.881430138683777
p001,Q0,max_export_lp,0.1,1.7,1.8,1.9253190208790016e-05,2.0353511820392356e-05,-1.1003216116023395e-06,1.2835460125315556e-06,15.857251412630578
p001,Q0,max_export_lp,0.1,1.9,2.0,0.00019477312374407973,0.00020627698960398733,-1.1503865859907592e-05,1.298487491835365e-05,15.885943522830726
p001,Q0,max_export_lp,0.2,1.1,1.2,1.6521837713917575e-05,2.241505052055781e-05,-5.893212806640236e-06,7.509926232968089e-06,2.984723128458598
p001,Q0,max_export_lp,0.2,1.2,1.3,3.829099823673965e-05,5.1502718177026674e-05,-1.3211719940287026e-05,1.7404999198833426e-05,2.959076159019798
p001,Q0,max_export_lp,0.2,1.4,1.5,1.2022910615000493e-05,1.628312457438441e-05,-4.260213959383918e-06,5.4649593669853225e-06,2.979550895246051
p001,Q0,max_export_lp,0.2,1.6,1.7,5.654773848479122e-05,7.631242725930631e-05,-1.9764688774515093e-05,2.5703517491509897e-05,2.9689487940517476
