reporter_id,q_mode,method_id,forecast_cv,gamma_from,gamma_to,own_delivery_increment_kw,outside_delivery_decrement_kw,feeder_delivery_increment_kw,idle_award_increment_kw,stepwise_consequence_equivalent_ratio
p006,Q95,flat_level,0.2,1.0,1.1,1.1295703125000014,12.283239492890182,-11.15366918039018,2.4850546875000017,4.942844740872598
p006,Q95,flat_level,0.2,1.1,1.2,1.1295703125000014,13.721956398194465,-12.592386085694462,2.485054687499995,5.521792525217614
p006,Q95,flat_level,0.2,1.2,1.3,0.2259140624999989,15.254908929353828,-15.028994866853829,3.3887109375000044,4.501684921112811
p006,Q95,flat_level,0.2,1.3,1.4,0.07367062909434396,5.288129963476037,-5.214459334381694,1.1050594364151525,4.785380577022081
p006,Q95,flat_level,0.3,1.0,1.1,1.1295703125000014,10.799756462347828,-9.670186149847826,2.4850546875000017,4.345882815646414
p006,Q95,flat_level,0.3,1.1,1.2,1.1295703125000014,13.340355743167894,-12.210785430667892,2.485054687499995,5.368234272779127
p006,Q95,flat_level,0.3,1.2,1.3,1.1295703125000014,15.18121371713472,-14.051643404634717,2.4850546875000017,6.109005887676147
p006,Q95,flat_level,0.3,1.3,1.4,0.07367062909433703,5.2496609607052065,-5.175990331610869,1.1050594364151594,4.750568872327119
p006,Q95,max_export_lp,0.1,1.3,1.4,1.2362233469537243e-05,1.3838881828681648e-05,-1.4766483591444057e-06,8.241488949622955e-07,16.791725273519624
p006,Q95,max_export_lp,0.1,1.5,1.6,3.614549265798517e-05,4.0410922001049565e-05,-4.2654293430643975e-06,2.409699509375862e-06,16.770108407216476
p006,Q95,max_export_lp,0.1,1.7,1.8,2.8910718912616984e-05,3.1748312406126855e-05,-2.8375934935098712e-06,1.9273812580655747e-06,16.472253361014417
p006,Q95,max_export_lp,0.1,1.9,2.0,8.299133835015793e-06,9.46551060795886e-06,-1.1663767729430674e-06,5.532755885384599e-07,17.108129843507243
p006,Q95,max_export_lp,0.2,1.3,1.4,9.065637875810273e-06,1.5495965701578518e-05,-6.430327825768245e-06,4.120744488689265e-06,3.7604772011737873
p006,Q95,max_export_lp,0.2,1.5,1.6,2.6506694613542825e-05,4.507813411089301e-05,-1.8571439497350184e-05,1.2048497553818205e-05,3.74139048537281
p006,Q95,max_export_lp,0.2,1.7,1.8,2.1201193869946344e-05,3.3204295715738574e-05,-1.200310184579223e-05,9.636906300736214e-06,3.4455347680616053
p006,Q95,max_export_lp,0.2,1.9,2.0,6.086031477392506e-06,1.1211346760686691e-05,-5.125315283294185e-06,2.7663779461617466e-06,4.0527169384942665
p006,Q95,max_export_lp,0.3,1.3,1.4,9.065637875810273e-06,1.4415282603014168e-05,-5.349644727203895e-06,4.120744488689265e-06,3.498222867877792
p006,Q95,max_export_lp,0.3,1.5,1.6,2.6506694613542825e-05,4.1952227466252046e-05,-1.544553285270922e-05,1.2048497553818205e-05,3.48194679700601
p006,Q95,max_export_lp,0.3,1.7,1.8,2.1201193869946344e-05,3.11718059836652e-05,-9.970612113718857e-06,9.636906300736214e-06,3.2346278993377595
p006,Q95,max_export_lp,0.3,1.9,2.0,6.086031477392506e-06,1.0387156933189257e-05,-4.3011254557967504e-06,2.7663779461617466e-06,3.754785909713124
p006,Q95,weighted_proportional,0.0,1.1,1.2,2.387422730829203,5.56811491602388,-3.180692185194678,0.5421650872465336,10.270146578973545
p006,Q95,weighted_proportional,0.05,1.0,1.1,2.885057025164374,5.139753774723068,-2.2546967495586934,0.07670014182317719,67.01100744470776
p006,Q95,weighted_proportional,0.05,1.1,1.2,1.9558072749169195,5.568114916023902,-3.612307641106982,0.973780543158817,5.71803878722167
p006,Q95,weighted_proportional,0.05,1.2,1.3,0.4972339033916459,5.981162654995396,-5.4839287516037505,2.3979188998607266,2.4943139884100285
p006,Q95,weighted_proportional,0.05,1.3,1.4,0.011081694343814674,6.3781100324183795,-6.367028338074565,2.8475212022452956,2.2398814896932757
p006,Q95,weighted_proportional,0.1,1.0,1.1,2.469846776758131,4.818519163802857,-2.3486723870447257,0.49191039022941985,9.79552223232278
p006,Q95,weighted_proportional,0.1,1.1,1.2,1.8107797172096165,5.220107733772412,-3.409328016562796,1.11880810086612,4.665775774890521
p006,Q95,weighted_proportional,0.1,1.2,1.3,0.9047352510163642,5.607339989058213,-4.702604738041849,1.9904175522360081,2.817167675575913
p006,Q95,weighted_proportional,0.1,1.3,1.4,0.22298945841209283,5.979478155392181,-5.756488696980089,2.6356134381770175,2.2687235042814264
p006,Q95,weighted_proportional,0.1,1.4,1.5,0.058333075807000256,6.335888529939111,-6.277555454132111,2.761760531371303,2.2941484093094555
p006,Q95,weighted_proportional,0.2,1.0,1.1,2.0362080523039436,3.5335807201221856,-1.497372667818242,0.9255491146836076,3.817820863380238
p006,Q95,weighted_proportional,0.2,1.1,1.2,1.8107797172096165,3.82807900476629,-2.017299287556673,1.11880810086612,3.421568901586251
p006,Q95,weighted_proportional,0.2,1.2,1.3,0.9047352510163642,4.112049325309341,-3.2073140742929773,1.9904175522360081,2.065922962088995
p006,Q95,weighted_proportional,0.2,1.3,1.4,0.8933134051841013,4.384950647287764,-3.4916372421036623,1.965289491405009,2.231198338191342
p006,Q95,weighted_proportional,0.2,1.4,1.5,0.4095881536766363,4.646318255288599,-4.236730101611963,2.410505453501667,1.9275286220734476
p006,Q95,weighted_proportional,0.2,1.5,1.6,0.17373648602093256,4.895764025827261,-4.722027539806328,2.606047290313926,1.8786167250393657
p006,Q95,weighted_proportional,0.2,1.6,1.7,0.00955948933742401,62.03496400943217,-62.02540452009475,0.14339234006139484,432.62397407609984
p006,Q95,weighted_proportional,0.3,1.0,1.1,2.03620805230394,3.533580720122182,-1.497372667818242,0.925549114683611,3.81782086338022
p006,Q95,weighted_proportional,0.3,1.1,1.2,1.81077971720962,3.828079004766293,-2.017299287556673,1.1188081008661164,3.421568901586265
p006,Q95,weighted_proportional,0.3,1.2,1.3,0.9047352510163642,4.112049325309563,-3.2073140742931994,1.9904175522360081,2.0659229620891066
p006,Q95,weighted_proportional,0.3,1.3,1.4,0.8933134051841013,4.384950647287542,-3.4916372421034403,1.965289491405009,2.231198338191229
p006,Q95,weighted_proportional,0.3,1.4,1.5,0.881279252243218,4.646318255288475,-3.7650390030452563,1.9388143549350854,2.3964740324217586
p006,Q95,weighted_proportional,0.3,1.5,1.6,0.6057016374543465,4.895764025827385,-4.290062388373039,2.174082138880512,2.251876292193971
p006,Q95,weighted_proportional,0.3,1.6,1.7,0.009559489337430949,55.24041401058686,-55.23085452124943,0.1433923400613879,385.23964381178104
p007,Q0,equal_kw_reduction,0.0,1.1,1.2,1.7603357961062938,4.749549377445483,-2.9892135813391896,1.6846624404135007,2.8192884601141257
p007,Q0,equal_kw_reduction,0.05,1.0,1.1,3.334431193951,3.9855399949918007,-0.6511088010408006,0.12763725121678338,31.225523559909842
p007,Q0,equal_kw_reduction,0.05,1.1,1.2,1.7366878724522916,4.43149919592023,-2.6948113234679383,1.7083103640675028,2.5940831883550652
p007,Q0,equal_kw_reduction,0.05,1.2,1.3,0.15128517487078552,4.885692721875168,-4.734407547004382,3.2763276635263336,1.4912100447904113
p007,Q0,equal_kw_reduction,0.1,1.0,1.1,2.782116866371372,3.5183355458182146,-0.7362186794468428,0.6799515787964117,5.174391317755378
p007,Q0,equal_kw_reduction,0.1,1.1,1.2,1.7366878724522916,3.9120172327620217,-2.17532936030973,1.7083103640675028,2.289992096897119
p007,Q0,equal_kw_reduction,0.1,1.2,1.3,0.6967164422964495,4.312967976966495,-3.6162515346700452,2.7308963961006696,1.5793231786913622
p007,Q0,equal_kw_reduction,0.1,1.3,1.4,0.13231092007433276,4.722740111203064,-4.590429191128731,3.2775340209033126,1.4409431240324522
p007,Q0,equal_kw_reduction,0.2,1.0,1.1,2.380172056052853,3.156013728091777,-0.7758416720389238,1.08189638911493,2.9171127289496046
p007,Q0,equal_kw_reduction,0.2,1.1,1.2,1.7366878724522916,3.5091536694964454,-1.7724657970441537,1.7083103640675028,2.054166352501145
p007,Q0,equal_kw_reduction,0.2,1.2,1.3,1.0711290119991002,3.8688140931597284,-2.797685081160628,2.356483826398019,1.6417740914748256
p007,Q0,equal_kw_reduction,0.2,1.3,1.4,0.7423589891084464,4.236387471024935,-3.494028481916489,2.6674859518691987,1.5881573689474742
p007,Q0,equal_kw_reduction,0.2,1.4,1.5,0.21197627087087695,4.613409029240116,-4.401432758369239,3.1796440630631264,1.4509199576243652
p007,Q0,equal_kw_reduction,0.2,1.5,1.6,0.008438090392359765,0.1921465915439291,-0.18370850115156934,0.12657135588536872,1.518089066833965
p007,Q0,equal_kw_reduction,0.3,1.0,1.1,2.38017205605285,3.0511310966446286,-0.6709590405917787,1.0818963891149336,2.820169405631038
p007,Q0,equal_kw_reduction,0.3,1.1,1.2,1.7366878724522952,3.392535269603817,-1.655847397151522,1.7083103640674995,1.985901005439179
p007,Q0,equal_kw_reduction,0.3,1.2,1.3,1.0711290119991002,3.7402432320576553,-2.669114220058555,2.356483826398019,1.5872136231780416
p007,Q0,equal_kw_reduction,0.3,1.3,1.4,1.0655765440555145,4.105162416710363,-3.0395858726548486,2.3442683969221307,1.7511486407017942
p007,Q0,equal_kw_reduction,0.3,1.4,1.5,0.7924149659238113,4.474031112949035,-3.681616147025224,2.599205368010192,1.7213072764519974
p007,Q0,equal_kw_reduction,0.3,1.5,1.6,0.008438090392359765,0.18634155856672718,-0.17790346817436742,0.12657135588536872,1.4722253488023804
p007,Q0,fairness_qp,0.0,1.3,1.4,0.3477421905303882,3.0989746798932085,-2.7512324893628204,1.5703877022282196,1.9733819078537616
p007,Q0,fairness_qp,0.05,1.1,1.2,2.1811544695712892,3.1736148731086877,-0.9924604035373985,0.07354240167194853,43.15353865196393
p007,Q0,fairness_qp,0.05,1.2,1.3,1.5946740314311327,3.1582910090798624,-1.5636169776487296,0.49553035128730577,6.373557141101742
p007,Q0,fairness_qp,0.05,1.3,1.4,0.7298189129359631,3.082006320157392,-2.352187407221429,1.1883109798226446,2.5936024933619493
p007,Q0,fairness_qp,0.05,1.4,1.5,0.1682052656256927,2.954806377608504,-2.7866011119828116,1.5753797932983247,1.8756152580972976
p007,Q0,fairness_qp,0.05,1.5,1.6,0.018790764927986703,2.788399937650052,-2.769609172722065,1.5524650989540354,1.7961111908594407
p007,Q0,fairness_qp,0.1,1.0,1.1,2.256184668176158,2.8812695878264565,-0.6250849196502983,0.15041231121174295,19.15580955185476
p007,Q0,fairness_qp,0.1,1.1,1.2,1.8196087101027407,2.969553859819521,-1.14994514971678,0.4350881611404969,6.82517734345018
p007,Q0,fairness_qp,0.1,1.2,1.3,1.437015513118929,2.970607517611919,-1.5335920044929896,0.6531888695995094,4.547853853408879
p007,Q0,fairness_qp,0.1,1.3,1.4,0.7298189129359561,2.898198468578597,-2.168379555642641,1.1883109798226514,2.4389225697562233
p007,Q0,fairness_qp,0.1,1.4,1.5,0.5448703309137576,2.7781464387804795,-2.233276107866722,1.1987147280102597,2.3176043255862133
p007,Q0,fairness_qp,0.1,1.5,1.6,0.17336655120456929,2.621400540330311,-2.448033989125742,1.3978893126774528,1.8752561569480786
p007,Q0,fairness_qp,0.1,1.6,1.7,0.08781446077722743,2.439159211930844,-2.3513447511536167,1.3172169116583976,1.8517521224806497
p007,Q0,fairness_qp,0.1,1.7,1.8,0.05868687515812876,2.241838735784471,-2.1831518606263423,1.1891415818155726,1.885258046700922
p007,Q0,fairness_qp,0.2,1.0,1.1,1.6545354233291794,2.214839202860381,-0.5603037795312016,0.7520615560587217,2.9450238281923884
p007,Q0,fairness_qp,0.2,1.1,1.2,1.5501040989797272,2.3814609956441974,-0.8313568966644702,0.7045927722635105,3.3799111903940386
p007,Q0,fairness_qp,0.2,1.2,1.3,1.437015513118929,2.433651005441469,-0.9966354923225396,0.6531888695995094,3.7257998700033212
p007,Q0,fairness_qp,0.2,1.3,1.4,0.7298189129359561,2.373677516796027,-1.643858603860071,1.1883109798226514,1.9975221613708263
p007,Q0,fairness_qp,0.2,1.4,1.5,0.5448703309137576,2.2749144182411114,-1.7300440873273537,1.1987147280102597,1.8977946671408883
p007,Q0,fairness_qp,0.2,1.5,1.6,0.4910174574631332,2.146274890321015,-1.6552574328578817,1.0802384064188888,1.986852973906155
p007,Q0,fairness_qp,0.2,1.6,1.7,0.4390723038861302,1.9968855125452392,-1.557813208659109,0.9659590685494948,2.0672568616637204
p007,Q0,fairness_qp,0.2,1.7,1.8,0.3127367791933844,1.8352414419765262,-1.5225046627831418,0.935091677780317,1.9626326333402395
p007,Q0,fairness_qp,0.2,1.8,1.9,0.06884825764275071,1.6686156822154352,-1.5997674245726845,1.0327238646411843,1.6157423483141728
p007,Q0,fairness_qp,0.2,1.9,2.0,0.060457095675058026,1.5028329705411223,-1.4423758748660642,0.9068564351258843,1.657189509089725
p007,Q0,fairness_qp,0.3,1.0,1.1,1.6545354233291794,2.157083279471412,-0.5025478561422325,0.7520615560587217,2.8682270248939368
p007,Q0,fairness_qp,0.3,1.1,1.2,1.5501040989797272,2.193680760354772,-0.6435766613750449,0.7045927722635105,3.1134023037272343
p007,Q0,fairness_qp,0.3,1.2,1.3,1.437015513118929,2.183201197878855,-0.7461856847599257,0.6531888695995094,3.3423735453689587
p007,Q0,fairness_qp,0.3,1.3,1.4,0.7298189129359561,2.130545092426564,-1.4007261794906078,1.1883109798226514,1.7929187970177094
p007,Q0,fairness_qp,0.3,1.4,1.5,0.5448703309137576,2.0426644249212784,-1.4977940940075207,1.1987147280102597,1.7040454890479957
p007,Q0,fairness_qp,0.3,1.5,1.6,0.4910174574631332,1.9276608166224063,-1.436643359159273,1.0802384064188888,1.784477209075372
p007,Q0,fairness_qp,0.3,1.6,1.7,0.4390723038861302,1.7938015144894417,-1.3547292106033115,0.9659590685494948,1.8570160712741723
p007,Q0,fairness_qp,0.3,1.7,1.8,0.3899463928042843,1.648775970048276,-1.2588295772439917,0.8578820641694171,1.9219144902447463
p007,Q0,fairness_qp,0.3,1.8,1.9,0.3442412882137258,1.4991608406957624,-1.1549195524820366,0.7573308340702092,1.9795322905825077
p007,Q0,fairness_qp,0.3,1.9,2.0,0.30228547837529707,1.3502290900214708,-1.0479436116461738,0.6650280524256452,2.030334036431397
p007,Q0,flat_level,0.05,1.0,1.1,0.6777421875000036,13.292007953659208,-12.614265766159205,2.9368828124999995,4.525889796176268
p007,Q0,flat_level,0.1,1.0,1.1,1.1295703125000014,13.173329311215683,-12.043758998715681,2.4850546875000017,5.301021896008344
p007,Q0,flat_level,0.1,1.1,1.2,0.2259140624999989,14.716301064730153,-14.490387002230154,3.3887109374999973,4.342743106789457
p007,Q0,flat_level,0.2,1.0,1.1,1.1295703125000014,12.283239492890182,-11.15366918039018,2.4850546875000017,4.942844740872598
p007,Q0,flat_level,0.2,1.1,1.2,1.1295703125000014,13.721956398194465,-12.592386085694462,2.485054687499995,5.521792525217614
p007,Q0,flat_level,0.2,1.2,1.3,0.2259140624999989,15.254908929353828,-15.028994866853829,3.3887109375000044,4.501684921112811
p007,Q0,flat_level,0.2,1.3,1.4,0.07367062909434396,5.288129963476037,-5.214459334381694,1.1050594364151525,4.785380577022081
p007,Q0,flat_level,0.3,1.0,1.1,1.1295703125000014,10.799756462347828,-9.670186149847826,2.4850546875000017,4.345882815646414
p007,Q0,flat_level,0.3,1.1,1.2,1.1295703125000014,13.340355743167894,-12.210785430667892,2.485054687499995,5.368234272779127
p007,Q0,flat_level,0.3,1.2,1.3,1.1295703125000014,15.18121371713472,-14.051643404634717,2.4850546875000017,6.109005887676147
p007,Q0,flat_level,0.3,1.3,1.4,0.07367062909433703,5.2496609607052065,-5.175990331610869,1.1050594364151594,4.750568872327119
p007,Q0,max_export_lp,0.1,1.0,1.1,8.118356549513539e-06,9.505363059159055e-06,-1.3870065096455164e-06,5.412237706614587e-07,17.562722804177724
p007,Q0,max_export_lp,0.1,1.1,1.2,6.04916788535248e-06,6.962753092837337e-06,-9.135852074848572e-07,4.0327785902349866e-07,17.265398873364937
p007,Q0,max_export_lp,0.1,1.4,1.5,1.4979615620830389e-05,1.734142259304794e-05,-2.3618069722175505e-06,9.986410413886926e-07,17.365020937786877
p007,Q0,max_export_lp,0.1,1.5,1.6,1.6917784919495693e-05,1.9854112989076134e-05,-2.9363280695804406e-06,1.1278523288915654e-06,17.603468539705396
p007,Q0,max_export_lp,0.1,1.6,1.7,3.6806051262328054e-06,4.130283642878041e-06,-4.496785166452355e-07,2.4537367623866935e-07,16.832627306201374
p007,Q0,max_export_lp,0.1,1.8,1.9,1.1344487578501816e-05,1.3137235084503818e-05,-1.7927475060020015e-06,7.562991760634574e-07,17.370420992500904
p007,Q0,max_export_lp,0.2,1.0,1.1,5.953461470337151e-06,1.2052609101725897e-05,-6.099147631388746e-06,2.7061188498378463e-06,4.453835832985718
p007,Q0,max_export_lp,0.2,1.1,1.2,4.436056449258485e-06,8.416225088375695e-06,-3.98016863911721e-06,2.0163892951174933e-06,4.173908832364282
p007,Q0,max_export_lp,0.2,1.4,1.5,1.0985051455275618e-05,2.1294167016489007e-05,-1.0309115561213389e-05,4.993205206943463e-06,4.2646288574076054
p007,Q0,max_export_lp,0.2,1.5,1.6,1.2406375607398878e-05,2.5260537564464336e-05,-1.2854161957065457e-05,5.63926164098838e-06,4.479405137165613
p007,Q0,max_export_lp,0.2,1.6,1.7,2.699110428217022e-06,4.643876110044243e-06,-1.9447656818272208e-06,1.2268683742544528e-06,3.7851461554433237
p007,Q0,max_export_lp,0.2,1.8,1.9,8.319290895064668e-06,1.6143270137325416e-05,-7.823979242260748e-06,3.7814958595006054e-06,4.269017007321896
p007,Q0,max_export_lp,0.2,1.9,2.0,4.663352464601145e-06,5.210787894921465e-06,-5.474354303203199e-07,2.119705664466176e-06,2.4582601170874083
p007,Q0,max_export_lp,0.3,1.0,1.1,5.953461470337151e-06,1.1132179591338831e-05,-5.17871812100168e-06,2.7061188498378463e-06,4.113706828510463
p007,Q0,max_export_lp,0.3,1.1,1.2,4.436056449258485e-06,7.735229606148364e-06,-3.2991731568898786e-06,2.0163892951174933e-06,3.8361786708938257
p007,Q0,max_export_lp,0.3,1.4,1.5,1.0985051455275618e-05,1.957797072030254e-05,-8.592919265026921e-06,4.993205206943463e-06,3.920922515477185
p007,Q0,max_export_lp,0.3,1.5,1.6,1.2406375607398878e-05,2.3203556756556942e-05,-1.0797181149158064e-05,5.63926164098838e-06,4.114644475422869
p007,Q0,max_export_lp,0.3,1.6,1.7,2.699110428217022e-06,4.279427638642641e-06,-1.5803172104256191e-06,1.2268683742544528e-06,3.4880902698654834
p007,Q0,max_export_lp,0.3,1.8,1.9,8.319290895064668e-06,1.4841364665008072e-05,-6.522073769943404e-06,3.7814958595006054e-06,3.9247338133984004
p007,Q0,max_export_lp,0.3,1.9,2.0,4.663352464601145e-06,4.8781275512055355e-06,-2.147750866043907e-07,2.119705664466176e-06,2.301323071868111
p007,Q0,weighted_proportional,0.0,1.1,1.2,2.3874227307926836,5.568114917729079,-3.1806921869363958,0.5421650872436956,10.270146582172469
p007,Q0,weighted_proportional,0.05,1.0,1.1,2.8850570252133103,5.139753772426769,-2.2546967472134583,0.07670014182545315,67.01100741278066
p007,Q0,weighted_proportional,0.05,1.1,1.2,1.9558072748817878,5.568114917729155,-3.6123076428473677,0.9737805431545912,5.718038788997653
p007,Q0,weighted_proportional,0.05,1.2,1.3,0.4972339033947476,5.9811626535754145,-5.483928750180667,2.3979188998959,2.494313987781269
p007,Q0,weighted_proportional,0.05,1.3,1.4,0.011081694341601167,6.3781100312035806,-6.3670283368619796,2.8475212022857077,2.239881489234871
p007,Q0,weighted_proportional,0.1,1.0,1.1,2.4698467767970134,4.818519161650158,-2.3486723848531454,0.4919103902417503,9.795522227701042
p007,Q0,weighted_proportional,0.1,1.1,1.2,1.8107797171836235,5.22010773537112,-3.4093280181874963,1.1188081008527555,4.665775776375192
p007,Q0,weighted_proportional,0.1,1.2,1.3,0.9047352510283269,5.607339987726806,-4.702604736698479,1.9904175522623204,2.8171676748697627
p007,Q0,weighted_proportional,0.1,1.3,1.4,0.22298945840562578,5.979478154253287,-5.756488695847661,2.635613438221683,2.268723503810861
p007,Q0,weighted_proportional,0.1,1.4,1.5,0.05833307580239283,6.335888544500186,-6.277555468697793,2.7617605308951356,2.2941484149773883
p007,Q0,weighted_proportional,0.2,1.0,1.1,2.0362080523391515,3.533580718543351,-1.4973726662041997,0.9255491146996121,3.8178208616083853
p007,Q0,weighted_proportional,0.2,1.1,1.2,1.8107797171836235,3.828079005938671,-2.017299288755048,1.1188081008527555,3.421568902675007
p007,Q0,weighted_proportional,0.2,1.2,1.3,0.9047352510283269,4.1120493243332055,-3.207314073304879,1.9904175522623204,2.065922961571267
p007,Q0,weighted_proportional,0.2,1.3,1.4,0.8933134051960362,4.384950646452376,-3.49163724125634,1.9652894914312726,2.231198337736454
p007,Q0,weighted_proportional,0.2,1.4,1.5,0.409588153628182,4.646318265966675,-4.236730112338494,2.410505453069346,1.9275286268489553
p007,Q0,weighted_proportional,0.2,1.5,1.6,0.17373648603572628,4.895764020392636,-4.72202753435691,2.6060472905358663,1.8786167227939858
p007,Q0,weighted_proportional,0.2,1.6,1.7,0.009559489348075212,62.03496400830218,-62.025404518954105,0.143392340221149,432.6239735862308
p007,Q0,weighted_proportional,0.3,1.0,1.1,2.0362080523391515,3.533580718543351,-1.4973726662041997,0.9255491146996121,3.8178208616083853
p007,Q0,weighted_proportional,0.3,1.1,1.2,1.8107797171836235,3.828079005938893,-2.01729928875527,1.1188081008527555,3.421568902675205
p007,Q0,weighted_proportional,0.3,1.2,1.3,0.9047352510283269,4.112049324332983,-3.207314073304657,1.9904175522623204,2.0659229615711556
p007,Q0,weighted_proportional,0.3,1.3,1.4,0.8933134051960362,4.384950646452376,-3.49163724125634,1.9652894914312726,2.231198337736454
p007,Q0,weighted_proportional,0.3,1.4,1.5,0.8812792520929771,4.646318265966682,-3.7650390138737055,1.938814354604551,2.396474038337913
p007,Q0,weighted_proportional,0.3,1.5,1.6,0.6057016375709268,4.895764020392629,-4.290062382821702,2.174082139000666,2.251876289569724
p007,Q0,weighted_proportional,0.3,1.6,1.7,0.00955948934808215,55.24041400882226,-55.23085451947418,0.14339234022114206,385.2396433702775
p007,Q95,equal_kw_reduction,0.0,1.1,1.2,1.7603357961062938,4.749549377445483,-2.9892135813391896,1.6846624404135007,2.8192884601141257
p007,Q95,equal_kw_reduction,0.05,1.0,1.1,3.334431193951,3.9855399949918007,-0.6511088010408006,0.12763725121678338,31.225523559909842
p007,Q95,equal_kw_reduction,0.05,1.1,1.2,1.7366878724522916,4.43149919592023,-2.6948113234679383,1.7083103640675028,2.5940831883550652
p007,Q95,equal_kw_reduction,0.05,1.2,1.3,0.15128517487078552,4.885692721875168,-4.734407547004382,3.2763276635263336,1.4912100447904113
p007,Q95,equal_kw_reduction,0.1,1.0,1.1,2.782116866371372,3.5183355458182146,-0.7362186794468428,0.6799515787964117,5.174391317755378
p007,Q95,equal_kw_reduction,0.1,1.1,1.2,1.7366878724522916,3.9120172327620217,-2.17532936030973,1.7083103640675028,2.289992096897119
p007,Q95,equal_kw_reduction,0.1,1.2,1.3,0.6967164422964495,4.312967976966495,-3.6162515346700452,2.7308963961006696,1.5793231786913622
p007,Q95,equal_kw_reduction,0.1,1.3,1.4,0.13231092007433276,4.722740111203064,-4.590429191128731,3.2775340209033126,1.4409431240324522
p007,Q95,equal_kw_reduction,0.2,1.0,1.1,2.380172056052853,3.156013728091777,-0.7758416720389238,1.08189638911493,2.9171127289496046
p007,Q95,equal_kw_reduction,0.2,1.1,1.2,1.7366878724522916,3.5091536694964454,-1.7724657970441537,1.7083103640675028,2.054166352501145
p007,Q95,equal_kw_reduction,0.2,1.2,1.3,1.0711290119991002,3.8688140931597284,-2.797685081160628,2.356483826398019,1.6417740914748256
p007,Q95,equal_kw_reduction,0.2,1.3,1.4,0.7423589891084464,4.236387471024935,-3.494028481916489,2.6674859518691987,1.5881573689474742
p007,Q95,equal_kw_reduction,0.2,1.4,1.5,0.21197627087087695,4.613409029240116,-4.401432758369239,3.1796440630631264,1.4509199576243652
p007,Q95,equal_kw_reduction,0.2,1.5,1.6,0.008438090392359765,0.1921465915439291,-0.18370850115156934,0.12657135588536872,1.518089066833965
p007,Q95,equal_kw_reduction,0.3,1.0,1.1,2.38017205605285,3.0511310966446286,-0.6709590405917787,1.0818963891149336,2.820169405631038
p007,Q95,equal_kw_reduction,0.3,1.1,1.2,1.7366878724522952,3.392535269603817,-1.655847397151522,1.7083103640674995,1.985901005439179
p007,Q95,equal_kw_reduction,0.3,1.2,1.3,1.0711290119991002,3.7402432320576553,-2.669114220058555,2.356483826398019,1.5872136231780416
p007,Q95,equal_kw_reduction,0.3,1.3,1.4,1.0655765440555145,4.105162416710363,-3.0395858726548486,2.3442683969221307,1.7511486407017942
p007,Q95,equal_kw_reduction,0.3,1.4,1.5,0.7924149659238113,4.474031112949035,-3.681616147025224,2.599205368010192,1.7213072764519974
p007,Q95,equal_kw_reduction,0.3,1.5,1.6,0.008438090392359765,0.18634155856672718,-0.17790346817436742,0.12657135588536872,1.4722253488023804
p007,Q95,fairness_qp,0.0,1.3,1.4,0.3477400753620838,3.098974675249992,-2.7512345998879084,1.570390980422609,1.9733777854582588
p007,Q95,fairness_qp,0.05,1.1,1.2,2.18115410870353,3.1736252427667297,-0.9924711340631998,0.07354220716718901,43.15379378744902
p007,Q95,fairness_qp,0.05,1.2,1.3,1.5946784031807408,3.158298112376459,-1.5636197091957182,0.4955312067821613,6.373560472377812
p007,Q95,fairness_qp,0.05,1.3,1.4,0.7298184831934993,3.0820064675001966,-2.3521879843066973,1.1883125725911936,2.5935991409900505
p007,Q95,fairness_qp,0.05,1.4,1.5,0.1682046214348254,2.954814509282339,-2.786609887847513,1.5753832432128663,1.8756163124194685
p007,Q95,fairness_qp,0.05,1.5,1.6,0.01879038468310945,2.7884015044568056,-2.769611119773696,1.5524651749718594,1.796112112149214
p007,Q95,fairness_qp,0.1,1.0,1.1,2.2561837545114134,2.881269090335252,-0.6250853358238384,0.15041225030076183,19.15581400167815
p007,Q95,fairness_qp,0.1,1.1,1.2,1.8196089674600429,2.969561308566085,-1.149952341106042,0.435087348410676,6.825207212789686
p007,Q95,fairness_qp,0.1,1.2,1.3,1.4370191068494993,2.970611523130648,-1.5335924162811487,0.6531905031134031,4.547848612267573
p007,Q95,fairness_qp,0.1,1.3,1.4,0.7298184831934993,2.8981992487858363,-2.168380765592337,1.1883125725911936,2.4389199572854157
p007,Q95,fairness_qp,0.1,1.4,1.5,0.5448712077023993,2.7781529566989067,-2.2332817489965073,1.1987166569452923,2.3176060335880506
p007,Q95,fairness_qp,0.1,1.5,1.6,0.17336501121086034,2.6214018521405063,-2.448036840929646,1.3978905484441084,1.8752554376007482
p007,Q95,fairness_qp,0.1,1.6,1.7,0.0878144058955796,2.439159449829663,-2.3513450439340833,1.3172160884336592,1.8517534603833603
p007,Q95,fairness_qp,0.1,1.7,1.8,0.05868656880909234,2.2418484097335782,-2.1831618409244857,1.1891466552367418,1.8852581385659775
p007,Q95,fairness_qp,0.2,1.0,1.1,1.6545347533083732,2.2148383147522486,-0.5603035614438756,0.7520612515038022,2.945023839911331
p007,Q95,fairness_qp,0.2,1.1,1.2,1.5501037171611158,2.3814685429953513,-0.8313648258342354,0.7045925987096031,3.3799227345799445
p007,Q95,fairness_qp,0.2,1.2,1.3,1.4370191068494993,2.4336568626960737,-0.9966377558465744,0.6531905031134031,3.725799519582967
p007,Q95,fairness_qp,0.2,1.3,1.4,0.7298184831934993,2.3736783686281946,-1.6438598854346953,1.1883125725911936,1.9975202008106612
