penalty_to_export_value_ratio,trajectory_count,mean_selected_gamma,externality_interval_share,productive_high_request_interval_share,mean_private_utility_gain_kw_equivalent,mean_coalition_delivery_gain_kw,mean_outside_delivery_loss_kw,mean_signed_feeder_delivery_change_kw,mean_positive_part_delivery_loss_kw
0.0,90,1.5133333333333334,0.5013888888888889,0.15,15.947983078774822,15.947983078774818,37.646728076341844,-21.698744997566997,22.855105718922353
1.0,90,1.1426666666666667,0.15555555555555556,0.33055555555555555,4.371670758552033,8.677619116524308,9.356744116940991,-0.6791250004166991,2.0409079132463313
10.0,90,1.0453333333333332,0.0,0.10972222222222222,0.14038302572025566,0.07066700808757387,0.16025976634055802,-0.08959275825298804,0.09755128331633024
