penalty_to_export_value_ratio,control_id,beta,trajectory_count,mean_signed_feeder_delivery_change_kw,externality_interval_share,mean_request_attenuation_kw,gate_interval_share,terminal_mean_access_ceiling_ratio
0.0,EXTERNALITY_CF_BETA_025,0.25,90,-2.8373700580912464,0.25,39.79893705133948,0.9902777777777778,0.8954001915781689
0.0,EXTERNALITY_CF_BETA_050,0.5,90,3.225861650058562,0.2111111111111111,57.36209949062344,0.9902777777777778,0.8974811593514903
0.0,EXTERNALITY_CF_BETA_100,1.0,90,-23.360858684307715,0.3458333333333333,111.21130124999996,1.0,0.8992592592592594
1.0,EXTERNALITY_CF_BETA_025,0.25,90,1.1654572038663342,0.1,11.091647838771294,0.9888888888888889,0.8951002372583133
1.0,EXTERNALITY_CF_BETA_050,0.5,90,7.0449511925759385,0.08888888888888889,30.811520608005512,0.9958333333333333,0.8951617804633247
1.0,EXTERNALITY_CF_BETA_100,1.0,90,-13.066651868103543,0.12222222222222222,94.77636,1.0,0.8995185185185185
10.0,EXTERNALITY_CF_BETA_025,0.25,90,0.8353611750028621,0.004166666666666667,8.2181809322564,1.0,0.8902121875785394
10.0,EXTERNALITY_CF_BETA_050,0.5,90,6.9908086816649675,0.0125,25.80540049358372,1.0,0.8949664419668693
10.0,EXTERNALITY_CF_BETA_100,1.0,90,-11.28856568506264,0.006944444444444444,88.6074,1.0,0.9008148148148147
