control_id,gate_reason,interval_count,interval_share_within_control,mean_idle_award_kw,mean_outsider_access_release_kw,mean_outsider_delivery_recovery_kw,mean_total_delivery_recovery_kw
EXTERNALITY_CF_BETA_025,NO_NET_DELIVERY_RECOVERY,30,0.006944444444444444,71.17822047855834,64.00530591829825,57.56317096236159,-5.970862667574417
EXTERNALITY_CF_BETA_025,RECOVERABLE_ALLOCATION_EXTERNALITY,4290,0.9930555555555556,72.94778251721087,71.33542741863334,68.30698162467101,52.07441884162235
EXTERNALITY_CF_BETA_050,NO_NET_DELIVERY_RECOVERY,20,0.004629629629629629,68.31003062430116,54.32918066956396,52.36113369390936,-8.938965039082031
EXTERNALITY_CF_BETA_050,RECOVERABLE_ALLOCATION_EXTERNALITY,4300,0.9953703703703703,65.21351483897696,64.12388722702467,61.664011721611985,47.10499234929064
EXTERNALITY_CF_BETA_100,RECOVERABLE_ALLOCATION_EXTERNALITY,4320,1.0,75.31073884732247,71.3730407743215,68.96210985033984,61.3924711370406
