penalty_to_export_value_ratio,comparison_id,pair_count,mean_primary_delivery_advantage_kw,median_primary_delivery_advantage_kw,lower_quartile_primary_delivery_advantage_kw,upper_quartile_primary_delivery_advantage_kw,primary_win_share,tie_share,primary_loss_share
0.0,PRIMARY_VS_DELIVERY_ONLY_ABLATION,90,9.727394120952129,2.82109775745235,-0.010990716858024548,8.9190238329055,0.7333333333333333,0.0,0.26666666666666666
0.0,PRIMARY_VS_EQUAL_ATTENUATION_UNIFORM,90,24.835959820570274,20.959796246145252,11.420431120040625,33.0898651157794,0.9555555555555556,0.0,0.044444444444444446
1.0,PRIMARY_VS_DELIVERY_ONLY_ABLATION,90,6.77579937035128,2.8542539410154504,-0.33168308399062496,3.9833698317617747,0.6222222222222222,0.0,0.37777777777777777
1.0,PRIMARY_VS_EQUAL_ATTENUATION_UNIFORM,90,9.025367314211003,7.05700200377405,1.1525625485511999,15.916205525057102,0.7777777777777778,0.0,0.2222222222222222
10.0,PRIMARY_VS_DELIVERY_ONLY_ABLATION,90,6.778984574487379,1.08074232930315,-1.413442695222125,4.991241793876499,0.5333333333333333,0.0,0.4666666666666667
10.0,PRIMARY_VS_EQUAL_ATTENUATION_UNIFORM,90,8.222029733417344,4.9912417944061245,0.12615008368737518,15.625446516454103,0.7555555555555555,0.0,0.24444444444444444
