allocation_interval_count,allocation_matched_q_pass_count,allocation_minimum_voltage_pu,allocation_maximum_loading_ratio,allocation_maximum_mva_excess,delivery_state_count,delivery_minimum_voltage_pu,delivery_maximum_loading_ratio,delivery_maximum_mva_excess,delivery_ac_audit_complete
25920,25920,0.953951101237,0.909090929647,0,22520,0.953771975919,0.909090928823,0,True
