trajectory_id,scenario_id,profile_id,q_mode,method_id,control_id,delivery_change_kw,jain_change_percentage_points,minimum_voltage_margin_mpu,maximum_loading_ratio,maximum_mva_excess,matched_q_pair_pass_rate
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::flat_level,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,flat_level,EXTERNALITY_CF_BETA_050,33.9121975102,0.854150497839,4.39413316793,0.909090919032,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::flat_level,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,flat_level,EXTERNALITY_CF_BETA_100,64.2299817989,1.17552113775,4.39413316793,0.909090912105,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::flat_level,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,flat_level,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,11.4742612261,0.421976421099,4.39413316793,0.909090912236,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::NO_FEEDBACK::Q95::max_export_lp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,max_export_lp,NO_FEEDBACK,-10.4262046629,-1.59970713595,6.39035642977,0.909090899668,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::max_export_lp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,max_export_lp,DELIVERY_RATIO_CF_BETA_050,-0.771017781718,-0.577952683599,6.22716550787,0.90909091693,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::max_export_lp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,max_export_lp,EXTERNALITY_CF_BETA_025,-3.50681492817,-0.200848639568,6.13115539179,0.909090917578,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::max_export_lp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,max_export_lp,EXTERNALITY_CF_BETA_050,0.568725910551,0.170608276432,6.01695977342,0.909090913517,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::max_export_lp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,max_export_lp,EXTERNALITY_CF_BETA_100,-14.2604969988,-0.163581829296,5.87807752976,0.909090914439,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::max_export_lp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,max_export_lp,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-18.7486533598,-0.200776671993,6.17214008851,0.909090917041,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::NO_FEEDBACK::Q95::fairness_qp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,fairness_qp,NO_FEEDBACK,-1.84112910168,-0.48802188232,6.12823462878,0.909090896623,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::fairness_qp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,fairness_qp,DELIVERY_RATIO_CF_BETA_050,2.27792213191,-0.269324622319,6.02848303369,0.909090914804,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::fairness_qp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,fairness_qp,EXTERNALITY_CF_BETA_025,1.59470717233,-0.142411127674,5.93725501426,0.909090916283,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::fairness_qp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,fairness_qp,EXTERNALITY_CF_BETA_050,2.5065262566,-0.255371806233,5.85556118987,0.909090911111,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::fairness_qp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,fairness_qp,EXTERNALITY_CF_BETA_100,-13.7124391879,-1.19159985911,5.70180043652,0.909090912607,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::fairness_qp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,fairness_qp,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-6.70495860623,-0.303154391709,6.01941364117,0.909090917886,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::weighted_proportional,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,weighted_proportional,NO_FEEDBACK,-16.7416863082,-1.36612021858,6.96985661288,0.909090895411,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::weighted_proportional,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,weighted_proportional,DELIVERY_RATIO_CF_BETA_050,-3.4915923287,-0.887361636784,6.96985661288,0.909090915098,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::weighted_proportional,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,weighted_proportional,EXTERNALITY_CF_BETA_025,-0.405527138907,-0.692066223701,6.96985661288,0.90909091267,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::weighted_proportional,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,weighted_proportional,EXTERNALITY_CF_BETA_050,4.21810993754,-0.8857191323,6.96985661288,0.909090913903,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::weighted_proportional,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,weighted_proportional,EXTERNALITY_CF_BETA_100,-31.2780597364,-2.530158317,6.52590126339,0.909090914992,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::weighted_proportional,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,weighted_proportional,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-16.7416863089,-1.36612021858,6.96985656499,0.909090910499,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::equal_kw_reduction,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,equal_kw_reduction,NO_FEEDBACK,-14.9079100811,-4.33633658549,7.63272572717,0.909090900292,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::equal_kw_reduction,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,equal_kw_reduction,DELIVERY_RATIO_CF_BETA_050,1.53876016953,-2.31511236289,7.63272572717,0.909090909957,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::equal_kw_reduction,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,equal_kw_reduction,EXTERNALITY_CF_BETA_025,2.37737659312,-0.766736904769,7.63105429531,0.909090917918,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::equal_kw_reduction,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,equal_kw_reduction,EXTERNALITY_CF_BETA_050,12.7319800202,-0.210710182076,7.39113945637,0.909090922815,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::equal_kw_reduction,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,equal_kw_reduction,EXTERNALITY_CF_BETA_100,-30.1673000336,-0.955866200743,7.01513608521,0.90909090905,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::equal_kw_reduction,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,equal_kw_reduction,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-22.0746105632,-1.17660633753,7.40070444039,0.909090921203,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::flat_level,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,flat_level,NO_FEEDBACK,-114.561298449,-5.17108575307,4.98524448145,0.90909090225,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::flat_level,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,flat_level,DELIVERY_RATIO_CF_BETA_050,-57.4935115734,-2.49803704151,4.98524448145,0.909090920425,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::flat_level,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,flat_level,EXTERNALITY_CF_BETA_025,-28.721777598,-1.31332176676,4.98524448145,0.909090918566,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::flat_level,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,flat_level,EXTERNALITY_CF_BETA_050,22.3706393966,0.0505367051874,4.98524448145,0.909090907753,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::flat_level,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,flat_level,EXTERNALITY_CF_BETA_100,-12.5477204484,-2.00867303162,4.98524448145,0.909090914602,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::flat_level,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,flat_level,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-89.5835867076,-4.04424004589,4.98524448145,0.909090917655,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::max_export_lp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,max_export_lp,NO_FEEDBACK,-17.5549404385,-3.29795438705,8.01103077501,0.90909088429,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::max_export_lp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,max_export_lp,DELIVERY_RATIO_CF_BETA_050,-0.458788347686,-1.41742183391,7.99674637003,0.909090913718,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::max_export_lp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,max_export_lp,EXTERNALITY_CF_BETA_025,0.417479727456,-0.725129928621,7.90217218688,0.909090916705,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::max_export_lp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,max_export_lp,EXTERNALITY_CF_BETA_050,7.4867256112,0.0149932146054,7.59889846495,0.909090913082,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::max_export_lp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,max_export_lp,EXTERNALITY_CF_BETA_100,-14.5696159796,-1.01136180788,7.30077710802,0.909090920449,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::max_export_lp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,max_export_lp,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-26.287715443,-0.309844822796,7.52325256177,0.90909091248,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::fairness_qp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,fairness_qp,NO_FEEDBACK,-18.7352143122,-1.60706821584,7.57730783118,0.909090906551,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::fairness_qp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,fairness_qp,DELIVERY_RATIO_CF_BETA_050,-5.23301607032,-0.809713066428,7.57730783118,0.909090914739,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::fairness_qp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,fairness_qp,EXTERNALITY_CF_BETA_025,-3.89356032398,-0.51285691776,7.55672413267,0.909090913763,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::fairness_qp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,fairness_qp,EXTERNALITY_CF_BETA_050,-0.278797964615,-0.440888263866,7.31577529946,0.909090912955,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::fairness_qp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,fairness_qp,EXTERNALITY_CF_BETA_100,-27.0515419033,-1.96329443584,6.99003517775,0.909090917978,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::fairness_qp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q0,fairness_qp,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-24.2734236264,-1.10585300415,7.38089204292,0.909090912815,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::NO_FEEDBACK::Q95::weighted_proportional,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,weighted_proportional,NO_FEEDBACK,-16.7416863115,-1.36612021858,5.47214120925,0.909090894287,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::weighted_proportional,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,weighted_proportional,DELIVERY_RATIO_CF_BETA_050,-3.49159233104,-0.887361636788,5.47214120925,0.909090915918,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::weighted_proportional,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,weighted_proportional,EXTERNALITY_CF_BETA_025,-0.405527138588,-0.6920662237,5.47214120925,0.909090914136,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::weighted_proportional,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,weighted_proportional,EXTERNALITY_CF_BETA_050,4.21810993676,-0.8857191323,5.47214120925,0.909090915454,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::weighted_proportional,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,weighted_proportional,EXTERNALITY_CF_BETA_100,-31.2780597372,-2.530158317,5.1319718739,0.909090913959,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::weighted_proportional,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,weighted_proportional,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-16.7416863091,-1.36612021858,5.47214117721,0.90909090938,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::NO_FEEDBACK::Q95::equal_kw_reduction,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,equal_kw_reduction,NO_FEEDBACK,-14.9079100811,-4.33633658549,5.97995953023,0.909090898405,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::equal_kw_reduction,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,equal_kw_reduction,DELIVERY_RATIO_CF_BETA_050,1.53876016953,-2.31511236289,5.97995953023,0.909090916431,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::equal_kw_reduction,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,equal_kw_reduction,EXTERNALITY_CF_BETA_025,2.37737659312,-0.766736904769,5.97860451005,0.909090919431,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::equal_kw_reduction,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,equal_kw_reduction,EXTERNALITY_CF_BETA_050,12.7319800202,-0.210710182076,5.7947208356,0.909090908651,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::equal_kw_reduction,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,equal_kw_reduction,EXTERNALITY_CF_BETA_100,-30.1673000336,-0.955866200743,5.50685575041,0.909090910815,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::equal_kw_reduction,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,equal_kw_reduction,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-22.0746105632,-1.17660633753,5.8022324145,0.909090926085,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::NO_FEEDBACK::Q95::flat_level,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,flat_level,NO_FEEDBACK,-114.561298449,-5.17108575307,3.95110123656,0.909090903211,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::flat_level,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,flat_level,DELIVERY_RATIO_CF_BETA_050,-57.4935115734,-2.49803704151,3.95110123656,0.909090911271,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::flat_level,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,flat_level,EXTERNALITY_CF_BETA_025,-28.721777598,-1.31332176676,3.95110123656,0.909090916457,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::flat_level,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,flat_level,EXTERNALITY_CF_BETA_050,22.3706393966,0.0505367051874,3.95110123656,0.90909091669,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::flat_level,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,flat_level,EXTERNALITY_CF_BETA_100,-12.5477204484,-2.00867303162,3.95110123656,0.909090914447,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::flat_level,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,flat_level,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-89.5835867076,-4.04424004589,3.95110123656,0.909090908792,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::NO_FEEDBACK::Q95::max_export_lp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,max_export_lp,NO_FEEDBACK,-17.5549274536,-3.29794020171,6.26977686747,0.90909089792,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::max_export_lp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,max_export_lp,DELIVERY_RATIO_CF_BETA_050,-0.458770186647,-1.41740939904,6.2586817063,0.909090911063,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::max_export_lp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,max_export_lp,EXTERNALITY_CF_BETA_025,0.417509401022,-0.725114643264,6.18625625389,0.909090916569,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::max_export_lp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,max_export_lp,EXTERNALITY_CF_BETA_050,7.48672572635,0.0150033041892,5.95396096524,0.909090914581,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::max_export_lp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,max_export_lp,EXTERNALITY_CF_BETA_100,-14.5696052315,-1.01134784971,5.72577411091,0.909090916496,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::max_export_lp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,max_export_lp,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-26.4245679296,-0.300233189739,5.89061770678,0.909090913876,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::NO_FEEDBACK::Q95::fairness_qp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,fairness_qp,NO_FEEDBACK,-18.7352223947,-1.60706715645,5.93738349566,0.909090892989,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::fairness_qp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,fairness_qp,DELIVERY_RATIO_CF_BETA_050,-5.23302543484,-0.809712503392,5.93738349566,0.909090919916,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::fairness_qp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,fairness_qp,EXTERNALITY_CF_BETA_025,-3.8935696142,-0.512856519642,5.92152090339,0.909090913994,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::fairness_qp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,fairness_qp,EXTERNALITY_CF_BETA_050,-0.278807853778,-0.440887804411,5.73701927052,0.909090910472,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::fairness_qp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,fairness_qp,EXTERNALITY_CF_BETA_100,-27.0515422949,-1.9632941594,5.48754692389,0.909090913292,0,1
MR_K05_LOCAL::CLUSTERED_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::fairness_qp,MR_K05_LOCAL,CLUSTERED_SHORTFALL,Q95,fairness_qp,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-24.2734271008,-1.10585260208,5.78698769538,0.909090911221,0,1
MR_K05_LOCAL::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::weighted_proportional,MR_K05_LOCAL,INTERMITTENT_SHORTFALL,Q0,weighted_proportional,NO_FEEDBACK,-16.7416863082,-1.36612021858,6.96985661288,0.909090895411,0,1
MR_K05_LOCAL::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::weighted_proportional,MR_K05_LOCAL,INTERMITTENT_SHORTFALL,Q0,weighted_proportional,DELIVERY_RATIO_CF_BETA_050,-10.9151521882,-0.747384550718,6.96985661288,0.909090916362,0,1
MR_K05_LOCAL::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::weighted_proportional,MR_K05_LOCAL,INTERMITTENT_SHORTFALL,Q0,weighted_proportional,EXTERNALITY_CF_BETA_025,-8.44674126752,-0.514121845875,6.96985661288,0.909090910488,0,1
MR_K05_LOCAL::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::weighted_proportional,MR_K05_LOCAL,INTERMITTENT_SHORTFALL,Q0,weighted_proportional,EXTERNALITY_CF_BETA_050,-12.8367080218,-0.585754135881,6.96985661288,0.909090915028,0,1
MR_K05_LOCAL::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::weighted_proportional,MR_K05_LOCAL,INTERMITTENT_SHORTFALL,Q0,weighted_proportional,EXTERNALITY_CF_BETA_100,-64.462629703,-2.96758930698,6.73915990733,0.909090914392,0,1
MR_K05_LOCAL::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::weighted_proportional,MR_K05_LOCAL,INTERMITTENT_SHORTFALL,Q0,weighted_proportional,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-16.7416863089,-1.36612021858,6.96985656512,0.909090910499,0,1
MR_K05_LOCAL::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::equal_kw_reduction,MR_K05_LOCAL,INTERMITTENT_SHORTFALL,Q0,equal_kw_reduction,NO_FEEDBACK,-14.9079100811,-4.33633658549,7.63272572717,0.909090900292,0,1
MR_K05_LOCAL::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::equal_kw_reduction,MR_K05_LOCAL,INTERMITTENT_SHORTFALL,Q0,equal_kw_reduction,DELIVERY_RATIO_CF_BETA_050,-4.19261514793,-2.01289955765,7.63272572717,0.90909091327,0,1
MR_K05_LOCAL::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::equal_kw_reduction,MR_K05_LOCAL,INTERMITTENT_SHORTFALL,Q0,equal_kw_reduction,EXTERNALITY_CF_BETA_025,-2.84727496073,-1.07659901772,7.63272572717,0.909090915898,0,1
MR_K05_LOCAL::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::equal_kw_reduction,MR_K05_LOCAL,INTERMITTENT_SHORTFALL,Q0,equal_kw_reduction,EXTERNALITY_CF_BETA_050,-6.83363456737,-0.984301336621,7.63272572717,0.90909091634,0,1
MR_K05_LOCAL::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::equal_kw_reduction,MR_K05_LOCAL,INTERMITTENT_SHORTFALL,Q0,equal_kw_reduction,EXTERNALITY_CF_BETA_100,-81.4132646508,0.237614442686,7.16850890384,0.909090922595,0,1
MR_K05_LOCAL::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::equal_kw_reduction,MR_K05_LOCAL,INTERMITTENT_SHORTFALL,Q0,equal_kw_reduction,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-19.4238157406,-2.54245411006,7.51916975344,0.909090915337,0,1
