trajectory_id,scenario_id,profile_id,q_mode,method_id,control_id,delivery_change_kw,jain_change_percentage_points,minimum_voltage_margin_mpu,maximum_loading_ratio,maximum_mva_excess,matched_q_pair_pass_rate
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::max_export_lp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q0,max_export_lp,NO_FEEDBACK,-10.4262181637,-1.59973864816,8.16858921561,0.909090903734,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::max_export_lp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q0,max_export_lp,DELIVERY_RATIO_CF_BETA_050,-2.71607071556,-0.605111788419,7.97641255238,0.909090909635,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::max_export_lp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q0,max_export_lp,EXTERNALITY_CF_BETA_025,-2.61181697012,-0.33705288269,8.01427543636,0.909090914804,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::max_export_lp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q0,max_export_lp,EXTERNALITY_CF_BETA_050,-5.1683390237,-0.277635250401,7.9470731869,0.909090911043,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::max_export_lp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q0,max_export_lp,EXTERNALITY_CF_BETA_100,-76.286360751,0.311166077611,7.50817805866,0.909090906059,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::max_export_lp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q0,max_export_lp,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-12.7377646414,-0.960505424888,8.07942241745,0.909090919569,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q0::fairness_qp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q0,fairness_qp,NO_FEEDBACK,-1.84113115903,-0.488022005774,7.82654596691,0.909090906834,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::fairness_qp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q0,fairness_qp,DELIVERY_RATIO_CF_BETA_050,-0.102080571764,-0.244075767098,7.71223470191,0.909090918093,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::fairness_qp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q0,fairness_qp,EXTERNALITY_CF_BETA_025,0.0635517137153,-0.149119328137,7.72049137001,0.909090913455,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::fairness_qp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q0,fairness_qp,EXTERNALITY_CF_BETA_050,-2.89322237488,-0.154982790395,7.67642136877,0.909090916097,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::fairness_qp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q0,fairness_qp,EXTERNALITY_CF_BETA_100,-62.9322149004,-1.33045104543,7.367286091,0.909090908846,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::fairness_qp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q0,fairness_qp,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-4.14113880529,-0.408849766042,7.78227756778,0.909090914038,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q95::weighted_proportional,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,weighted_proportional,NO_FEEDBACK,-2.53476807637,-0.348977135981,5.75304946887,0.909090908641,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::weighted_proportional,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,weighted_proportional,DELIVERY_RATIO_CF_BETA_050,-1.02746836251,-0.160526132272,5.68069015121,0.909090917029,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::weighted_proportional,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,weighted_proportional,EXTERNALITY_CF_BETA_025,-0.567790554681,-0.0997131313786,5.6953343908,0.909090919083,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::weighted_proportional,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,weighted_proportional,EXTERNALITY_CF_BETA_050,-3.17736653565,-0.116215238634,5.65686667272,0.909090911965,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::weighted_proportional,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,weighted_proportional,EXTERNALITY_CF_BETA_100,-46.1925267532,-1.81065253662,5.53045288844,0.9090909149,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::weighted_proportional,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,weighted_proportional,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-2.53476807314,-0.348977135981,5.75304945252,0.909090908641,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q95::equal_kw_reduction,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,equal_kw_reduction,NO_FEEDBACK,-4.51939976283,-1.1957496442,6.19201553966,0.909090905434,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::equal_kw_reduction,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,equal_kw_reduction,DELIVERY_RATIO_CF_BETA_050,-0.795595439465,-0.529368455275,6.07014830741,0.909090909792,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::equal_kw_reduction,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,equal_kw_reduction,EXTERNALITY_CF_BETA_025,-0.691584826968,-0.353602947758,6.09046063543,0.909090915834,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::equal_kw_reduction,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,equal_kw_reduction,EXTERNALITY_CF_BETA_050,-3.80650601442,-0.341815340839,6.04964152424,0.909090914118,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::equal_kw_reduction,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,equal_kw_reduction,EXTERNALITY_CF_BETA_100,-75.4460750087,1.32283791114,5.76848055638,0.90909091239,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::equal_kw_reduction,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,equal_kw_reduction,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-7.24914162778,-0.816754636302,6.1495657749,0.909090912649,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q95::flat_level,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,flat_level,NO_FEEDBACK,0,0,4.39413316793,0.909090906997,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::flat_level,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,flat_level,DELIVERY_RATIO_CF_BETA_050,0,0,4.39413316793,0.909090906997,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::flat_level,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,flat_level,EXTERNALITY_CF_BETA_025,0,0,4.39413316793,0.909090906997,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::flat_level,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,flat_level,EXTERNALITY_CF_BETA_050,3.34244069808,0.13441285514,4.39413316793,0.909090912051,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::flat_level,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,flat_level,EXTERNALITY_CF_BETA_100,71.0653923994,1.85667070626,4.39413316793,0.909090914158,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::flat_level,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,flat_level,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,2.18987814953,0.0847773517725,4.39413316793,0.909090912643,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q95::max_export_lp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,max_export_lp,NO_FEEDBACK,-10.4262046629,-1.59970713595,6.39035642977,0.909090899668,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::max_export_lp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,max_export_lp,DELIVERY_RATIO_CF_BETA_050,-2.71606652086,-0.605100985724,6.24308613538,0.909090915108,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::max_export_lp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,max_export_lp,EXTERNALITY_CF_BETA_025,-2.61179922861,-0.337036652126,6.27210446666,0.909090907442,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::max_export_lp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,max_export_lp,EXTERNALITY_CF_BETA_050,-5.16831638988,-0.277621310593,6.22060110542,0.909090908659,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::max_export_lp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,max_export_lp,EXTERNALITY_CF_BETA_100,-76.2863617323,0.311186371893,5.88432349213,0.909090914685,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::max_export_lp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,max_export_lp,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-12.7377488539,-0.960493983956,6.32208095263,0.909090911686,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::NO_FEEDBACK::Q95::fairness_qp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,fairness_qp,NO_FEEDBACK,-1.84112910168,-0.48802188232,6.12823462878,0.909090896623,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::fairness_qp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,fairness_qp,DELIVERY_RATIO_CF_BETA_050,-0.102088097434,-0.244075493159,6.04061608749,0.909090915156,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::fairness_qp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,fairness_qp,EXTERNALITY_CF_BETA_025,0.0635457095282,-0.149119133096,6.04694492008,0.909090918715,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::fairness_qp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,fairness_qp,EXTERNALITY_CF_BETA_050,-2.89322669349,-0.154982687814,6.01316263562,0.909090913806,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::fairness_qp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,fairness_qp,EXTERNALITY_CF_BETA_100,-62.9300677385,-1.3303081996,5.7762978095,0.909090914102,0,1
DF_SINGLE_P021::INTERMITTENT_SHORTFALL::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::fairness_qp,DF_SINGLE_P021,INTERMITTENT_SHORTFALL,Q95,fairness_qp,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-4.14115083797,-0.408850104232,6.094346441,0.909090921588,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::NO_FEEDBACK::Q0::weighted_proportional,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,weighted_proportional,NO_FEEDBACK,-2.53476807477,-0.348977135981,7.33658316846,0.909090897131,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::weighted_proportional,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,weighted_proportional,DELIVERY_RATIO_CF_BETA_050,0.905161575937,-0.197594788062,7.23111611514,0.909090915836,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::weighted_proportional,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,weighted_proportional,EXTERNALITY_CF_BETA_025,3.47388324394,-0.185383363054,7.17079397313,0.909090911081,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::weighted_proportional,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,weighted_proportional,EXTERNALITY_CF_BETA_050,1.97154845227,-0.470176395262,7.06024241695,0.909090918996,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::weighted_proportional,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,weighted_proportional,EXTERNALITY_CF_BETA_100,-11.5348636593,-1.544437545,6.91035832471,0.909090914231,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::weighted_proportional,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,weighted_proportional,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-2.53476807497,-0.348977135981,7.33658315241,0.909090912202,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::NO_FEEDBACK::Q0::equal_kw_reduction,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,equal_kw_reduction,NO_FEEDBACK,-4.51939976283,-1.1957496442,7.90965529199,0.90909089915,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::equal_kw_reduction,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,equal_kw_reduction,DELIVERY_RATIO_CF_BETA_050,1.09135099586,-0.58282791952,7.73492754468,0.909090911588,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::equal_kw_reduction,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,equal_kw_reduction,EXTERNALITY_CF_BETA_025,0.373711672965,-0.126084159658,7.61355306011,0.90909091283,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::equal_kw_reduction,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,equal_kw_reduction,EXTERNALITY_CF_BETA_050,1.73598517725,0.2774251566,7.48218929936,0.909090914764,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::equal_kw_reduction,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,equal_kw_reduction,EXTERNALITY_CF_BETA_100,-19.4571035991,0.163837725481,7.31079151888,0.909090913762,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::equal_kw_reduction,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,equal_kw_reduction,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-12.2049860167,0.104325136824,7.71873073809,0.909090916813,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::NO_FEEDBACK::Q0::flat_level,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,flat_level,NO_FEEDBACK,0,0,5.56306508386,0.90909089835,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::flat_level,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,flat_level,DELIVERY_RATIO_CF_BETA_050,3.39746710658,0.101788710807,5.56306508386,0.909090921584,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::flat_level,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,flat_level,EXTERNALITY_CF_BETA_025,13.8877009967,0.443393026534,5.56306508386,0.909090910669,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::flat_level,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,flat_level,EXTERNALITY_CF_BETA_050,33.9121975102,0.854150497839,5.56306508386,0.909090917793,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::flat_level,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,flat_level,EXTERNALITY_CF_BETA_100,64.2299817989,1.17552113775,5.56306508386,0.909090913216,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::flat_level,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,flat_level,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,11.4742612261,0.421976421099,5.56306508386,0.909090915215,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::NO_FEEDBACK::Q0::max_export_lp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,max_export_lp,NO_FEEDBACK,-10.4262181637,-1.59973864816,8.16858921561,0.909090903734,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::max_export_lp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,max_export_lp,DELIVERY_RATIO_CF_BETA_050,-0.771020483045,-0.577964847609,7.95563805785,0.909090920986,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::max_export_lp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,max_export_lp,EXTERNALITY_CF_BETA_025,-3.50681818882,-0.200864923672,7.83024082583,0.909090916869,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::max_export_lp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,max_export_lp,EXTERNALITY_CF_BETA_050,0.568711946091,0.170593634947,7.6810323026,0.909090911345,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::max_export_lp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,max_export_lp,EXTERNALITY_CF_BETA_100,-14.2605161092,-0.163596617214,7.49946217373,0.909090909464,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::max_export_lp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,max_export_lp,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-18.7486884323,-0.200792979651,7.88361724033,0.909090914863,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::NO_FEEDBACK::Q0::fairness_qp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,fairness_qp,NO_FEEDBACK,-1.84113115903,-0.488022005774,7.82654596691,0.909090906834,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q0::fairness_qp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,fairness_qp,DELIVERY_RATIO_CF_BETA_050,2.27792148136,-0.269324810947,7.69640582629,0.90909091195,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_025::Q0::fairness_qp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,fairness_qp,EXTERNALITY_CF_BETA_025,1.59471153068,-0.142411264794,7.577274536,0.909090917238,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_050::Q0::fairness_qp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,fairness_qp,EXTERNALITY_CF_BETA_050,2.50653109355,-0.255371854825,7.47049368182,0.909090922862,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_100::Q0::fairness_qp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,fairness_qp,EXTERNALITY_CF_BETA_100,-13.7124328375,-1.19160018383,7.26952455895,0.909090912868,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q0::fairness_qp,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q0,fairness_qp,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-6.70494904818,-0.303154530812,7.68439831467,0.909090916676,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::NO_FEEDBACK::Q95::weighted_proportional,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,weighted_proportional,NO_FEEDBACK,-2.53476807637,-0.348977135981,5.75304946887,0.909090908641,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::weighted_proportional,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,weighted_proportional,DELIVERY_RATIO_CF_BETA_050,0.905161574805,-0.197594788062,5.6721834467,0.909090917416,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::weighted_proportional,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,weighted_proportional,EXTERNALITY_CF_BETA_025,3.47388324416,-0.185383363054,5.6259710836,0.909090918118,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::weighted_proportional,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,weighted_proportional,EXTERNALITY_CF_BETA_050,1.97154845244,-0.470176395262,5.54135179006,0.909090918633,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::weighted_proportional,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,weighted_proportional,EXTERNALITY_CF_BETA_100,-11.5348636593,-1.544437545,5.42666355777,0.909090909709,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::weighted_proportional,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,weighted_proportional,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-2.53476807538,-0.348977135981,5.75304945276,0.909090908641,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::NO_FEEDBACK::Q95::equal_kw_reduction,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,equal_kw_reduction,NO_FEEDBACK,-4.51939976283,-1.1957496442,6.19201553966,0.909090905434,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::equal_kw_reduction,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,equal_kw_reduction,DELIVERY_RATIO_CF_BETA_050,1.09135099586,-0.58282791952,6.05808335359,0.909090910128,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::equal_kw_reduction,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,equal_kw_reduction,EXTERNALITY_CF_BETA_025,0.373711672965,-0.126084159658,5.96513120868,0.909090916605,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_050::Q95::equal_kw_reduction,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,equal_kw_reduction,EXTERNALITY_CF_BETA_050,1.73598517725,0.2774251566,5.86459100677,0.909090928005,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_100::Q95::equal_kw_reduction,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,equal_kw_reduction,EXTERNALITY_CF_BETA_100,-19.4571035991,0.163837725481,5.73348533185,0.909090921544,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050::Q95::equal_kw_reduction,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,equal_kw_reduction,UNIFORM_MATCHED_EXTERNALITY_CF_BETA_050,-12.2049860167,0.104325136824,6.0457852898,0.909090909701,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::NO_FEEDBACK::Q95::flat_level,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,flat_level,NO_FEEDBACK,0,0,4.39413316793,0.909090906997,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::DELIVERY_RATIO_CF_BETA_050::Q95::flat_level,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,flat_level,DELIVERY_RATIO_CF_BETA_050,3.39746710658,0.101788710807,4.39413316793,0.909090921196,0,1
DF_SINGLE_P021::SHOCK_AND_RECOVERY::THETA_0000::EXTERNALITY_CF_BETA_025::Q95::flat_level,DF_SINGLE_P021,SHOCK_AND_RECOVERY,Q95,flat_level,EXTERNALITY_CF_BETA_025,13.8877009967,0.443393026534,4.39413316793,0.909090912485,0,1
