cell_count,endogenous_externality_cell_share,forecast_cv,inflated_request_cell_share,mean_incremental_own_idle_award_mw,mean_outside_delivery_loss_mw,mean_own_delivery_gain_mw,mean_private_utility_gain_mw_equivalent,mean_selected_gamma,mean_system_delivery_loss_mw,mean_total_delivery_change_mw,method_id,penalty_to_export_value_ratio,productive_high_request_cell_share,strict_private_gain_cell_share,mean_own_delivery_gain_kw,mean_outside_delivery_loss_kw,mean_signed_feeder_delivery_change_kw
60,1,0.2,1,0.0182032152396,0.08628448945,0.0101747415271,0.0101747415271,1.7,0.0761097479229,-0.0761097479229,weighted_proportional,0,0,1,10.1747415271,86.28448945,-76.1097479229
60,1,0.2,1,0.0169215476462,0.0188255564935,0.00784741225102,0.00784741225102,1.58,0.0109781442425,-0.0109781442425,equal_kw_reduction,0,0,1,7.84741225102,18.8255564935,-10.9781442425
60,0.533333333333,0.2,0.533333333333,0.00366681537619,0.0235447219055,0.00100361916385,0.00100361916385,1.20333333333,0.0225411027417,-0.0225411027417,flat_level,0,0,0.533333333333,1.00361916385,23.5447219055,-22.5411027417
60,0.633333333333,0.2,0.966666666667,0.0113613670284,0.00716315067261,0.00311476949439,0.00311476949439,1.48333333333,0.00404838673786,-0.00404838117821,max_export_lp,0,0.316666666667,0.966666666667,3.11476949439,7.16315067261,-4.04838117821
60,1,0.2,1,0.0161216508689,0.0194299990297,0.00807604161375,0.00807604161375,1.81666666667,0.0113539574159,-0.0113539574159,fairness_qp,0,0,1,8.07604161375,19.4299990297,-11.3539574159
