Mapping,Date,Control,Delivery (MWh),Authorization (MWh),Unused authorization (MWh),Source exchange (MWh),Qualifying intervals
M01,2013-01-06,ECF,3.812064716990829,3.9044160706462687,0.09235135365543998,-2.1510071601876337,19
M01,2013-01-06,Equal-total control,3.7776043535284827,3.8917945629618194,0.11419020943333623,-2.185180043384436,0
M01,2013-01-07,No feedback,4.150224575101961,4.405162578317345,0.25493800321538274,-1.2852897780608976,0
M01,2013-01-07,Previous-day persistence,3.888742543559087,4.056684026736315,0.16794148317722832,-1.5451769680263967,0
M01,2013-01-07,ECF,4.2077685528012045,4.426061157964078,0.218292605162874,-1.2284113884828178,18
M01,2013-01-07,Equal-total control,4.150266135531181,4.405204668781525,0.2549385332503432,-1.2852487154174501,0
M01,2013-01-08,No feedback,3.9579070302304715,4.238349420703211,0.2804423904727397,-6.131096434967383,0
M01,2013-01-08,Previous-day persistence,3.6080402131795424,3.799757334043222,0.1917171208636797,-6.479339835872334,0
M01,2013-01-08,ECF,3.966817606917561,4.2246527769183615,0.25783517000079986,-6.122247091889515,13
M01,2013-01-08,Equal-total control,3.9578706295344603,4.238312140760352,0.2804415112258919,-6.131132582389762,0
M01,2013-01-12,No feedback,3.4444694353455576,3.9256699026104545,0.48120046726489674,-3.6285343441182,0
M01,2013-01-12,Previous-day persistence,3.114865762365753,3.441085029583474,0.326219267217721,-3.9566817635017433,0
M01,2013-01-12,ECF,3.4384113106678384,3.9059107360209038,0.4674994253530653,-3.634616445759184,8
M01,2013-01-12,Equal-total control,3.4444415523933527,3.925635310756909,0.481193758363556,-3.628562024208418,0
M01,2013-01-13,No feedback,2.65663492596063,3.9105450872507195,1.25391016129009,-2.612013569172234,0
M01,2013-01-13,Previous-day persistence,2.0986155764588323,3.0954468022909216,0.9968312258320895,-3.1678650482873514,0
M01,2013-01-13,ECF,2.6973361242029945,3.98784492771491,1.2905088035119154,-2.571784664690031,13
M01,2013-01-13,Equal-total control,2.6566338965208107,3.910547644359762,1.2539137478389515,-2.612014557468232,0
