date,control,delivered_export_mwh,authorized_export_mwh,idle_authorization_mwh,available_export_mwh,curtailed_available_export_mwh,post_event_signal_absolute_error_mwh,telemetry_dropout_count,raw_request_mwh,admitted_request_mwh,gate_count,all_interval_physical_pair_pass,maximum_actual_voltage_pu,minimum_actual_voltage_pu,maximum_transformer_loading_pu,power_flow_count,participant_delivery_p10_mwh,participant_delivery_median_mwh,participant_delivery_p90_mwh
2013-01-02,NO_FEEDBACK,0.9364338826305845,1.278359016548357,0.34192513391777235,1.2624857809443428,0.32605189831375847,0.0,0,3.062429735909901,3.062429735909901,0,1,1.0774302388438821,0.9982010053967507,0.2210091997053723,532,0.004478829263444585,0.020116942503811713,0.05000600150752722
2013-01-02,PERSISTENCE_ONLY,0.8565817261766815,1.0925625987560372,0.2359808725793558,1.2624857809443428,0.40590405476766145,0.0,0,3.062429735909901,2.1418106320959422,0,1,1.076401793227193,0.9982010053967507,0.19989660092338982,515,0.004207390032661845,0.018367147742978002,0.04590235518880653
2013-01-02,ECF,0.9759210776241594,1.3774208217226032,0.40149974409844397,1.2624857809443428,0.2865647033201835,0.0,0,3.062429735909901,2.702122606978301,8,1,1.0774387273130468,0.9982010053967507,0.22822627754500602,839,0.004474686813558847,0.0217247453271304,0.051244527637124705
2013-01-02,MATCHED_UNIFORM,0.9364351683124974,1.2783615221247318,0.3419263538122344,1.2624857809443428,0.3260506126318455,0.0,0,3.062429735909901,2.702122606978301,0,1,1.077430279463332,0.9982010053967507,0.22100861537531227,532,0.004478831381906436,0.02011698656059064,0.050006070370988295
2013-01-03,NO_FEEDBACK,1.0613911092405792,1.200683427413595,0.13929231817301582,1.8892450335590805,0.827853924318501,0.0,0,2.3519780101571133,2.3519780101571133,0,1,1.0708031420138435,1.0026243071488221,0.22649881318087975,483,0.005868268852923441,0.022876419623567748,0.05643515100988353
2013-01-03,PERSISTENCE_ONLY,0.8799234574601565,0.9384639359809304,0.058540478520773785,1.8892450335590805,1.0093215760989238,0.0,0,2.3519780101571133,1.262485823525116,0,1,1.0711126044781465,1.0026243071488221,0.21300822730672547,381,0.0032868478239286058,0.018539842061068984,0.04524178018329776
2013-01-03,ECF,1.0915351926560932,1.2216163308514987,0.13008113819540523,1.8892450335590805,0.7977098409029869,0.0,0,2.3519780101571133,2.247591291101857,10,1,1.0710624792086474,1.0026243071488221,0.2347238973797562,909,0.006287478167714118,0.023714401080627716,0.05845551951905411
2013-01-03,MATCHED_UNIFORM,1.061393278077084,1.20068606692393,0.13929278884684598,1.8892450335590805,0.8278517554819963,0.0,0,2.3519780101571133,2.247591291101857,0,1,1.0708037090263118,1.0026243071488221,0.22649897148464765,483,0.005868281744211221,0.02287648230866148,0.05643525047187237
2013-01-04,NO_FEEDBACK,1.215977583390348,1.302888131364536,0.08691054797418812,2.3768904781970464,1.1609128948066985,0.0,0,2.913163641917022,2.913163641917022,0,1,1.072062588716801,0.9981683062168861,0.23382400277895762,531,0.007416942243649017,0.02765685778712009,0.06704999834188684
2013-01-04,PERSISTENCE_ONLY,1.0506681385890622,1.077983418698272,0.027315280109209757,2.3768904781970464,1.3262223396079842,0.0,0,2.913163641917022,1.8867550852185189,0,1,1.0720381170009818,0.9968569203787251,0.2268816395670296,480,0.005501097648331964,0.022751035055890732,0.05651096654005078
2013-01-04,ECF,1.221053137995387,1.300477863877031,0.07942472588164395,2.3768904781970464,1.1558373402016593,0.0,0,2.913163641917022,2.888221369119756,12,1,1.0720020201598763,0.9981683062168862,0.23574270201469344,1043,0.006890317401774292,0.02784446267755428,0.06732898556849334
2013-01-04,MATCHED_UNIFORM,1.2159755758309876,1.3028860397779378,0.0869104639469503,2.3768904781970464,1.1609149023660588,0.0,0,2.913163641917022,2.888221369119756,0,1,1.0720627268471348,0.9981683062168862,0.23382852433334467,531,0.007416930828675741,0.027656806321565558,0.06704988921054723
2013-01-05,NO_FEEDBACK,1.2172542451321993,1.29757803740534,0.08032379227314082,2.282957933823958,1.0657036886917586,0.0,0,3.2045933907938293,3.2045933907938293,0,1,1.071873443805775,0.9941676239833273,0.22799366037492066,531,0.006149063858173673,0.027874205281226687,0.0712013529229035
2013-01-05,PERSISTENCE_ONLY,1.0892661238191812,1.1013595609559692,0.01209343713678811,2.282957933823958,1.1936918100047766,0.0,0,3.2045933907938293,2.3678827821840716,0,1,1.0712644139429086,0.9941676239849492,0.20526559859846183,514,0.005427051517750286,0.023640219089343377,0.06691560193360396
2013-01-05,ECF,1.2168563538845611,1.2947136941764574,0.07785734029189614,2.282957933823958,1.0661015799393965,0.0,0,3.2045933907938293,3.1737164488322778,6,1,1.0718747639128479,0.9941676239833273,0.2297268095355415,1043,0.006209600865496138,0.027933846157804212,0.07175806111246999
2013-01-05,MATCHED_UNIFORM,1.2172515553640346,1.297575251388963,0.0803236960249284,2.282957933823958,1.0657063784599232,0.0,0,3.2045933907938293,3.1737164488322778,0,1,1.071872697698989,0.9941676239833273,0.22798994000173745,531,0.006149058178096996,0.027874143612313287,0.07120120420586937
2013-01-06,NO_FEEDBACK,1.2304641038020603,1.3142322709063605,0.08376816710430042,2.273073711749289,1.0426096079472291,0.0,0,3.1511830148379243,3.1511830148379243,0,1,1.0718858728447944,0.9975096316090916,0.2205097093449454,532,0.0068225347188036545,0.02816170559400933,0.07228142932381845
2013-01-06,PERSISTENCE_ONLY,1.09018847396591,1.10884626180495,0.01865778783903988,2.273073711749289,1.1828852377833792,0.0,0,3.1511830148379243,2.2783860475992452,0,1,1.0710332209254418,0.9966911299047477,0.20569040260024105,515,0.004818103933331439,0.024412184763616306,0.06731915789963869
2013-01-06,ECF,1.248873594573409,1.3225876044439198,0.07371400987051063,2.273073711749289,1.0242001171758803,0.0,0,3.1511830148379243,3.092090245404753,12,1,1.0718858728447944,0.9975119827342993,0.23372297620269067,1044,0.007052780119774908,0.028667853205155754,0.07384676390772874
2013-01-06,MATCHED_UNIFORM,1.230465639341153,1.3142337265626844,0.0837680872215313,2.273073711749289,1.042608072408136,0.0,0,3.1511830148379243,3.092090245404753,0,1,1.0718858728447944,0.9975096345328992,0.2205112746172166,532,0.0068225364869359565,0.028161738418568755,0.07228150609801359
2013-01-07,NO_FEEDBACK,1.221763295915363,1.38616392624643,0.16440063033106708,1.969792611324954,0.748029315409591,0.0,0,3.138400252713672,3.138400252713672,0,1,1.0724379207810557,0.9991004036262304,0.23674121859499206,531,0.006013116852230496,0.026254095329511798,0.06945983196369193
2013-01-07,PERSISTENCE_ONLY,1.0704282232025153,1.1543589038027884,0.08393068060027283,1.969792611324954,0.8993643881224386,0.0,0,3.138400252713672,2.268793851409522,0,1,1.0743777897742632,0.9989978025264608,0.19545046088198453,480,0.005034315226019804,0.022909389903063238,0.06340882733383182
2013-01-07,ECF,1.2309351974150262,1.3876124962476362,0.15667729883260983,1.969792611324954,0.7388574139099274,0.0,0,3.138400252713672,3.0776060522921265,4,1,1.072643262685996,0.9991004036262301,0.24084133871158808,1026,0.005996211851213524,0.02638510838405956,0.07010587074192329
2013-01-07,MATCHED_UNIFORM,1.221766501801302,1.3861674150942351,0.16440091329293338,1.969792611324954,0.748026109523652,0.0,0,3.138400252713672,3.0776060522921265,0,1,1.0724375506014479,0.9991004036262304,0.2367440952312611,531,0.006013116714268766,0.02625416279114917,0.06945998289045607
2013-01-08,NO_FEEDBACK,1.1714642808358016,1.312541911104553,0.14107763026875159,1.8717293410702958,0.7002650602344944,0.0,0,2.9413990891544457,2.9413990891544457,0,1,1.0742591328334847,0.9913886231930851,0.19923012943954915,531,0.00464378222297343,0.025908735119340505,0.06705913602671153
2013-01-08,PERSISTENCE_ONLY,0.9800361678582006,1.042567021797094,0.0625308539388934,1.8717293410702958,0.8916931732120952,0.0,0,2.9413990891544457,1.967824351525528,0,1,1.072649621604983,0.9913886231930851,0.17244653102177246,480,0.0036096839943675616,0.019588747965812916,0.05620508476356677
2013-01-08,ECF,1.1762346531429229,1.3207674451235447,0.14453279198062174,1.8717293410702958,0.6954946879273729,0.0,0,2.9413990891544457,2.8965472893244217,7,1,1.0742281577177981,0.9913886231930851,0.19920305530200977,975,0.004398447098412883,0.026276714549194134,0.06787214803487351
2013-01-08,MATCHED_UNIFORM,1.1714635277079188,1.3125410631013068,0.14107753539338797,1.8717293410702958,0.7002658133623769,0.0,0,2.9413990891544457,2.8965472893244213,0,1,1.0742586900887197,0.9913886231930851,0.19923231954901124,531,0.0046437913591859704,0.025908717888155023,0.06705911777566699
2013-01-12,NO_FEEDBACK,0.8997187562460374,1.3622696000566257,0.4625508438105884,1.1178681225004623,0.21814936625442483,0.0,0,3.0821600155347193,3.0821600155347193,0,1,1.0744201985123594,0.991234614659031,0.21164849122863688,532,0.004203715903128973,0.019927778098927828,0.04917009301063971
2013-01-12,PERSISTENCE_ONLY,0.8431485474755188,1.1738628261207857,0.3307142786452669,1.1178681225004623,0.2747195750249434,0.0,0,3.0821600155347193,2.1491900278901483,0,1,1.0737785710182384,0.9905396845983879,0.1987013992100401,497,0.0036488051607692835,0.01840608421543887,0.04603245115643674
2013-01-12,ECF,0.914557544285734,1.4223735931122117,0.5078160488264777,1.1178681225004623,0.20331057821472817,0.0,0,3.0821600155347193,2.7721787918103575,7,1,1.074463687068826,0.9928152121002959,0.21890940195279138,857,0.004174398448583148,0.020537856308067114,0.04878068645733495
2013-01-12,MATCHED_UNIFORM,0.8997194116685925,1.362272383419075,0.4625529717504826,1.1178681225004623,0.21814871083186968,0.0,0,3.0821600155347193,2.7721787918103575,0,1,1.0744205985060606,0.9912345557810042,0.21164880366173913,532,0.004203716763008511,0.01992778701497125,0.04917009775963747
2013-01-13,NO_FEEDBACK,0.5755645527788916,1.2167956137223386,0.6412310609434471,0.6766649300535144,0.10110037727462283,0.0,0,2.239425515699933,2.239425515699933,0,1,1.071581788618605,0.999366692490785,0.16436422435350323,481,0.001764485540594358,0.011684952669282269,0.03310732080787078
2013-01-13,PERSISTENCE_ONLY,0.45139249612317656,0.8043362207579683,0.3529437246347916,0.6766649300535144,0.2252724339303378,0.0,0,2.239425515699933,1.117868165243417,0,1,1.06649218024993,0.9986849553576952,0.11298430115652588,362,0.0012003635108512954,0.009113418905444391,0.02516940445066668
2013-01-13,ECF,0.5867017258652788,1.2267298074415458,0.6400280815762669,0.6766649300535144,0.08996320418823556,0.0,0,2.239425515699933,1.9325556713367613,9,1,1.0711275965115872,0.999366692490785,0.16413063491576527,752,0.0018111309159835574,0.012052256312889434,0.03420502978047879
2013-01-13,MATCHED_UNIFORM,0.5755646616210136,1.216795782798612,0.6412311211775983,0.6766649300535144,0.10110026843250079,0.0,0,2.239425515699933,1.9325556713367613,0,1,1.071581792064493,0.999366692490785,0.164363797644988,481,0.0017644873658590962,0.011684956420157381,0.033107328833575846
2013-01-14,NO_FEEDBACK,0.9051276434853643,1.0952484039565347,0.19012076047117032,2.0070329825221562,1.1019053390367917,0.0,0,1.8085202700478993,1.8085202700478993,0,1,1.0709561228188296,0.9999565171309621,0.24224206023769096,447,0.0044807163105832085,0.01958774782409163,0.04861851296270139
2013-01-14,PERSISTENCE_ONLY,0.5763287190252053,0.6340665551934677,0.05773783616826238,2.0070329825221562,1.4307042634969507,0.0,0,1.8085202700478993,0.6766649528909474,0,1,1.0712187541647877,0.9999565171309621,0.17543384915778132,257,0.0011697424279369971,0.011638227578874038,0.03386693872849603
