reporter_id,reporter_bus_id,gamma,q_mode,method_id,matched_q_pair_pass,reference_total_export_mw,reported_total_export_mw,total_export_change_mw,redistribution_mw,reporter_access_gain_mw,other_participant_access_loss_mw,reported_maximum_loading_ratio,reported_minimum_voltage_pu
p001,8,1.1,Q0,fairness_qp,1,1.5948810760742278,1.5941501757601946,-0.0007309003140332226,0.002772058674610308,0.002406608517593757,0.003137508831626859,0.909090911169352,0.9577016797210424
p001,8,1.1,Q95,weighted_proportional,1,1.5070032970001674,1.504825300392469,-0.0021779966076984625,0.004050755470837636,0.0029617571669883908,0.005139753774686881,0.9090909173957743,0.955663374396859
p001,8,1.1,Q95,equal_kw_reduction,1,1.612487277003052,1.6116777619129175,-0.0008095150901346049,0.0038668259902350783,0.0034620684451677833,0.004271583535302373,0.9090909052292364,0.9560721674514742
p001,8,1.1,Q95,flat_level,1,1.1849636607191736,1.1752862777655144,-0.009677382953659164,0.00845331647682954,0.0036146250000000033,0.013292007953659077,0.9090909030377867,0.95434940629098
p001,8,1.1,Q95,max_export_lp,1,1.6572322873433465,1.6572322871924183,-1.5092815885964228e-10,5.230615990521343e-08,1.4179316863011104e-08,5.2381623927288956e-08,0.9090908905943476,0.9562656116316053
p001,8,1.1,Q95,fairness_qp,1,1.5948810871865815,1.5941501894331445,-0.0007308977534370431,0.0027720592328070396,0.002406610355692739,0.003137508109525573,0.9090909042274649,0.9560325333019093
p001,8,1.2,Q0,weighted_proportional,1,1.5070032969994482,1.502186773294378,-0.00481652370507013,0.008299606837610466,0.005891344985075406,0.010707868690145526,0.9090908960496401,0.957199748166975
p001,8,1.2,Q0,equal_kw_reduction,1,1.612487277003052,1.610373210771992,-0.002114066231060141,0.007964099797217697,0.006907066681687578,0.009021132912747818,0.9090909049098388,0.9577394194384775
p001,8,1.2,Q0,flat_level,1,1.1849636607191736,1.1640520224119129,-0.020911638307260727,0.017685069153630304,0.0072292499999999996,0.02814088830726061,0.9090908987552916,0.9554388031426617
p001,8,1.2,Q0,max_export_lp,1,1.6572322875094938,1.657232287654639,1.4514522916897477e-10,5.0271115763873483e-08,0.0,3.4951321254295814e-08,0.9090908957695959,0.9580058051031164
p001,8,1.2,Q0,fairness_qp,1,1.5948810760742278,1.5932141160383178,-0.0016669600359100478,0.005494836037495019,0.004661356019539972,0.006328316055450064,0.9090908958524002,0.957692369524942
p001,8,1.2,Q95,weighted_proportional,1,1.5070032970001674,1.5021867732947245,-0.004816523705442943,0.008299606837790664,0.005891344985069172,0.010707868690512157,0.9090909014828592,0.9556481678452782
p001,8,1.2,Q95,equal_kw_reduction,1,1.612487277003052,1.610373210771992,-0.002114066231060141,0.007964099797217697,0.006907066681687578,0.009021132912747818,0.9090909071148087,0.9560615535323675
p001,8,1.2,Q95,flat_level,1,1.1849636607191736,1.1640520224119129,-0.020911638307260727,0.017685069153630304,0.0072292499999999996,0.02814088830726061,0.9090908990575888,0.9542988766420902
p001,8,1.2,Q95,max_export_lp,1,1.6572322873433465,1.6572322875454557,2.0210921825025707e-10,7.627593217912794e-08,0.0,5.030736219269194e-08,0.9090908929557844,0.956265612079684
p001,8,1.2,Q95,fairness_qp,1,1.5948810871865815,1.5932141146124905,-0.0016669725740909858,0.005494842073639428,0.004661355786593945,0.006328328360684909,0.9090909114157687,0.9560254044510299
p001,8,1.3,Q0,weighted_proportional,1,1.5070032969994482,1.4991007634440672,-0.007902533555381064,0.012737764566055944,0.00878649778836538,0.01668903134374651,0.9090909107533,0.9571779883903463
p001,8,1.3,Q0,equal_kw_reduction,1,1.612487277003052,1.6085644830855081,-0.00392279391754391,0.012296076478856659,0.010334679520084697,0.01425747343762862,0.9090909062464195,0.9577235022679549
p001,8,1.3,Q0,flat_level,1,1.1849636607191736,1.1511589198748342,-0.033804740844339376,0.027746245422169684,0.010843875000000003,0.044648615844339365,0.9090909070864371,0.9553648218559408
p001,8,1.3,Q0,max_export_lp,1,1.6572322875094938,1.657232287162821,-3.466729125989332e-10,1.1612964391461908e-07,4.0448775582430097e-08,1.1630298032624942e-07,0.9090909102677037,0.9580058042337397
p001,8,1.3,Q0,fairness_qp,1,1.5948810760742278,1.5921287716209511,-0.002752304453276677,0.00812779206723098,0.006751639840592703,0.009503944293869256,0.9090908968097144,0.9576828352671379
p001,8,1.3,Q95,weighted_proportional,1,1.5070032970001674,1.499100763442852,-0.007902533557315516,0.012737764566976386,0.008786497788318595,0.016689031345634178,0.9090908963217095,0.955631502903715
p001,8,1.3,Q95,equal_kw_reduction,1,1.612487277003052,1.6085644830855081,-0.00392279391754391,0.012296076478856659,0.010334679520084697,0.01425747343762862,0.9090909045425224,0.9560493670560783
p001,8,1.3,Q95,flat_level,1,1.1849636607191736,1.1511589198748342,-0.033804740844339376,0.027746245422169684,0.010843875000000003,0.044648615844339365,0.9090908959791226,0.9542421614906129
p001,8,1.3,Q95,max_export_lp,1,1.6572322873433465,1.6572322871223863,-2.2096013907457746e-10,7.453888906512563e-08,2.2396638849064843e-08,7.464936908853012e-08,0.9090909149025359,0.9562656114724737
p001,8,1.3,Q95,fairness_qp,1,1.5948810871865815,1.5921287593154396,-0.0027523278711418797,0.00812780100504151,0.006751637069470542,0.009503964940612475,0.9090909125086064,0.9560181032027761
p001,8,1.4,Q0,weighted_proportional,1,1.5070032969994482,1.4955812563095068,-0.01142204068994146,0.01735612102996384,0.011645100684993113,0.02306714137493457,0.9090908941319842,0.9571543934077458
p001,8,1.4,Q0,equal_kw_reduction,1,1.612487277003052,1.6062404863738597,-0.006246790629192311,0.016867919775658442,0.013744524461062342,0.019991315090254543,0.9090909008530301,0.9577054873833344
p001,8,1.4,Q0,flat_level,1,1.1849636607191736,1.1466226810481521,-0.03834097967102146,0.03119309490102022,0.0120226050655095,0.05036358473653094,0.9090909003962012,0.955339127124886
p001,8,1.4,Q0,max_export_lp,1,1.6572322875094938,1.6572322872807983,-2.2869550697635077e-10,7.716751822457214e-08,2.72875044469989e-08,7.728186597394035e-08,0.9090909104541327,0.9580058044552827
p001,8,1.4,Q0,fairness_qp,1,1.5948810760742278,1.5909478915889426,-0.003933184485285235,0.010636464443350166,0.008669872196261544,0.012603056685992816,0.9090909021989378,0.9576733190598489
p001,8,1.4,Q95,weighted_proportional,1,1.5070032970001674,1.4955812563069544,-0.011422040693213065,0.017356121031512566,0.011645100684905978,0.023067141378119153,0.9090908983891538,0.9556134316306054
p001,8,1.4,Q95,equal_kw_reduction,1,1.612487277003052,1.6062404863738597,-0.006246790629192311,0.016867919775658442,0.013744524461062342,0.019991315090254543,0.9090908997239501,0.956035573313239
p001,8,1.4,Q95,flat_level,1,1.1849636607191736,1.1466226810481521,-0.03834097967102146,0.03119309490102022,0.0120226050655095,0.05036358473653094,0.9090909165878569,0.9542224631829062
