method_id,forecast_cv,penalty_to_export_value_ratio,cell_count,mean_selected_gamma,inflated_request_cell_share,strict_private_gain_cell_share,endogenous_externality_cell_share,productive_high_request_cell_share,mean_private_utility_gain_mw_equivalent,mean_own_delivery_gain_mw,mean_outside_delivery_loss_mw,mean_total_delivery_change_mw,mean_system_delivery_loss_mw,mean_incremental_own_idle_award_mw
weighted_proportional,0.1,0.1,60,1.3,1.0,1.0,0.8666666666666667,0.13333333333333333,0.007870515856100492,0.008457901157392148,0.015439965281885105,-0.0069820641244929295,0.007792025867186517,0.005873853012916564
weighted_proportional,0.1,0.25,60,1.3,1.0,1.0,0.8666666666666667,0.13333333333333333,0.006989437904163007,0.008457901157392148,0.015439965281885105,-0.0069820641244929295,0.007792025867186517,0.005873853012916564
weighted_proportional,0.1,0.5,60,1.2,1.0,1.0,0.8333333333333334,0.16666666666666666,0.005668547022989416,0.006982177436836635,0.00990645397011836,-0.0029242765332817074,0.004010079494269602,0.0026272608276944388
weighted_proportional,0.1,1.0,60,1.2,1.0,1.0,0.8333333333333334,0.16666666666666666,0.004354916609142196,0.006982177436836635,0.00990645397011836,-0.0029242765332817074,0.004010079494269602,0.0026272608276944388
weighted_proportional,0.1,2.0,60,1.1,1.0,1.0,0.6,0.4,0.0024238735139841348,0.004028594520440801,0.004755076442495732,-0.0007264819220548928,0.0015748496407256543,0.000802360503228333
weighted_proportional,0.1,5.0,60,1.1,1.0,1.0,0.6,0.4,1.679200429913552e-05,0.004028594520440801,0.004755076442495732,-0.0007264819220548928,0.0015748496407256543,0.000802360503228333
weighted_proportional,0.1,10.0,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weighted_proportional,0.2,0.0,60,1.7,1.0,1.0,1.0,0.0,0.010174741527087743,0.010174741527087743,0.0862844894499732,-0.07610974792288543,0.07610974792288543,0.018203215239585332
weighted_proportional,0.2,0.05,60,1.7,1.0,1.0,1.0,0.0,0.009264580765108475,0.010174741527087743,0.0862844894499732,-0.07610974792288543,0.07610974792288543,0.018203215239585332
weighted_proportional,0.2,0.1,60,1.5,1.0,1.0,0.8666666666666667,0.13333333333333333,0.008503908054155475,0.009875765425035208,0.020235000500530263,-0.010359235075495018,0.011025483595931085,0.01371857370879735
