Behavior,Control,Seed,Date,Contiguous block,Authorization (MWh),Delivery (MWh),Unused authorization (MWh),Source exchange (MWh),Qualifying intervals,Failed observed intervals,Failed replay intervals
Own-delivery adaptation,No feedback,2002,2013-01-18,2,4.2560190240173625,3.7016591151884546,0.5543599088289077,-5.641060342812729,0,0,0
Own-delivery adaptation,ECF,2002,2013-01-18,2,4.2368850200465715,3.7068162488153598,0.5300687712312121,-5.636024981344812,13,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-01-18,2,4.202469248464949,3.686474604580443,0.5159946438845051,-5.656161502630005,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-01-18,2,4.253934995846674,3.700798959492616,0.5531360363540578,-5.641932873703878,0,0,0
Own-delivery adaptation,No feedback,2002,2013-01-19,2,4.100292297656131,3.157887188498332,0.9424051091577988,-1.8636673861695172,0,0,0
Own-delivery adaptation,ECF,2002,2013-01-19,2,4.1288134128364575,3.210908081922992,0.9179053309134657,-1.8111794130337224,9,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-01-19,2,3.75268440601497,3.088130318478625,0.6645540875363456,-1.9328569939140139,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-01-19,2,4.097143120313902,3.1554509355359315,0.94169218477797,-1.8660726428747465,0,0,0
Own-delivery adaptation,No feedback,2002,2013-01-20,2,3.7717982265096714,2.484170474442818,1.2876277520668542,-2.366977026379928,0,0,0
Own-delivery adaptation,ECF,2002,2013-01-20,2,3.7742738836281085,2.518571353825785,1.2557025298023234,-2.3328709677630255,7,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-01-20,2,3.358048602824396,2.39017774183774,0.9678708609866558,-2.46059718042893,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-01-20,2,3.7680257200516083,2.482553548121673,1.2854721719299358,-2.3685937103705585,0,0,0
Own-delivery adaptation,No feedback,2002,2013-01-21,2,3.8378644425667323,3.5178968935296484,0.3199675490370836,-1.2880839604684728,0,0,0
Own-delivery adaptation,ECF,2002,2013-01-21,2,3.8266125061651484,3.517195406091185,0.30941710007396284,-1.288794735561054,11,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-01-21,2,3.7815461977467892,3.5408058465996786,0.24074035114711098,-1.265717258940271,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-01-21,2,3.835851202196462,3.515977445833724,0.3198737563627375,-1.2899834412708808,0,0,0
Own-delivery adaptation,No feedback,2002,2013-01-22,2,3.813059903352929,3.1127217304990027,0.7003381728539261,-2.4898313739290847,0,0,0
Own-delivery adaptation,ECF,2002,2013-01-22,2,3.9799877991146526,3.1225446184384222,0.8574431806762302,-2.4800395696037,7,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-01-22,2,3.759268949663204,3.0469301423122994,0.7123388073509048,-2.555094750932617,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-01-22,2,3.814008426487821,3.1143946450378284,0.6996137814499925,-2.4881811425080085,0,0,0
Own-delivery adaptation,No feedback,2002,2013-01-23,2,3.950556485712529,3.2100850540834336,0.7404714316290953,-1.5610886210114352,0,0,0
Own-delivery adaptation,ECF,2002,2013-01-23,2,3.945599443621515,3.268192378727135,0.6774070648943802,-1.5039627194417997,6,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-01-23,2,3.7697108362969445,3.201642958420252,0.5680678778766923,-1.5703286788096322,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-01-23,2,3.9496836196878,3.209393138962869,0.7402904807249309,-1.5617842381998688,0,0,0
Own-delivery adaptation,No feedback,2002,2013-01-24,2,4.069418990034063,3.618550384573726,0.4508686054603374,-1.3389166903174496,0,0,0
Own-delivery adaptation,ECF,2002,2013-01-24,2,4.096247009597269,3.6519559625186253,0.4442910470786435,-1.3057214322710928,11,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-01-24,2,3.9501606117970565,3.6084600692908944,0.34170054250616205,-1.3487984957503296,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-01-24,2,4.067741443151709,3.6163861300201954,0.4513553131315139,-1.3410374778505518,0,0,0
Own-delivery adaptation,No feedback,2002,2013-01-25,2,4.139680081170399,3.8970782261577956,0.2426018550126031,-2.072351441849337,0,0,0
Own-delivery adaptation,ECF,2002,2013-01-25,2,4.1290064416112155,3.8922956682841536,0.23671077332706209,-2.077093722602425,8,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-01-25,2,4.097850976311017,3.90598831289228,0.19186266341873703,-2.0636952160165682,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-01-25,2,4.137442734807433,3.895156381973034,0.2422863528343984,-2.0742645812190594,0,0,0
Own-delivery adaptation,No feedback,2002,2013-04-02,3,3.7799127804888495,3.231877784572549,0.5480349959163003,-1.4837115406520618,0,0,0
Own-delivery adaptation,ECF,2002,2013-04-02,3,3.81294063408102,3.25469408982234,0.5582465442586803,-1.4613251072566609,6,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-04-02,3,3.596832593133676,3.126082245177411,0.4707503479562649,-1.5885094637961592,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-04-02,3,3.7800158371619186,3.2319800113922934,0.5480358257696254,-1.4836067946755123,0,0,0
Own-delivery adaptation,No feedback,2002,2013-04-03,3,3.944123760338386,2.000905714466801,1.9432180458715846,-3.0762049192196312,0,0,0
Own-delivery adaptation,ECF,2002,2013-04-03,3,3.9069865151084215,2.053675747607289,1.8533107675011322,-3.0241186821721837,10,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-04-03,3,3.324105951874498,1.8420506016730362,1.4820553502014622,-3.234488527412684,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-04-03,3,3.9376451955606853,2.000752616421707,1.9368925791389784,-3.0763549499867846,0,0,0
Own-delivery adaptation,No feedback,2002,2013-04-04,3,3.993338579974483,2.6827544729947004,1.3105841069797828,-2.4554366224941178,0,0,0
Own-delivery adaptation,ECF,2002,2013-04-04,3,3.9908432419907873,2.6907027728911554,1.3001404690996317,-2.4475351018165568,8,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-04-04,3,3.68940137101619,2.607820218455019,1.0815811525611707,-2.5300423943548016,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-04-04,3,3.9923643368196964,2.682216955869464,1.3101473809502322,-2.455958822918742,0,0,0
Own-delivery adaptation,No feedback,2002,2013-04-09,4,3.759150851432837,2.7383482251579667,1.0208026262748708,-2.2531625758908977,0,0,0
Own-delivery adaptation,ECF,2002,2013-04-09,4,3.870249451970771,2.8870701093331914,0.9831793426375793,-2.1062109999474283,9,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-04-09,4,3.7801048410322164,2.9176803744526048,0.8624244665796116,-2.076387490997992,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-04-09,4,3.7590679702712886,2.738182254730211,1.0208857155410775,-2.2533265716966766,0,0,0
Own-delivery adaptation,No feedback,2002,2013-04-10,4,4.022283943759331,3.3365047282561027,0.685779215503228,-1.5727116037821574,0,0,0
Own-delivery adaptation,ECF,2002,2013-04-10,4,4.01858347180955,3.336982539813772,0.6816009319957778,-1.5722483708952757,6,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-04-10,4,3.907869202557996,3.2944676086227087,0.6134015939352873,-1.6142508825647637,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-04-10,4,4.023058137653214,3.337337089927992,0.6857210477252212,-1.5718979225208936,0,0,0
Own-delivery adaptation,No feedback,2002,2013-04-14,5,3.8691261126475798,3.243185819068175,0.625940293579405,-1.7131075829899085,0,0,0
Own-delivery adaptation,ECF,2002,2013-04-14,5,3.83418196762104,3.2159116199405577,0.6182703476804823,-1.7400600814848926,8,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-04-14,5,3.763944068668751,3.1893703436041845,0.5745737250645666,-1.766312268885003,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-04-14,5,3.8689187050263683,3.243047439636741,0.6258712653896273,-1.713245719028198,0,0,0
Own-delivery adaptation,No feedback,2002,2013-04-15,5,3.8618623784935107,3.073117799102523,0.7887445793909875,-1.8868780122507285,0,0,0
Own-delivery adaptation,ECF,2002,2013-04-15,5,3.898411288191333,3.1066869803499944,0.7917243078413385,-1.853663192922892,7,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-04-15,5,3.8178015455611294,3.064468502145651,0.753333043415478,-1.895194792460947,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-04-15,5,3.857803366661065,3.069540536490464,0.7882628301706006,-1.8903993309617453,0,0,0
Own-delivery adaptation,No feedback,2002,2013-04-22,6,4.016086907851955,2.894178389185745,1.12190851866621,-2.5608898958009836,0,0,0
Own-delivery adaptation,ECF,2002,2013-04-22,6,4.094981206601918,2.932950782814152,1.1620304237877654,-2.5223116664494243,7,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-04-22,6,3.8765598147832976,2.8168073214822646,1.0597524933010327,-2.6374301996329557,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-04-22,6,4.014522946520675,2.892709033753062,1.1218139127676128,-2.562351590788693,0,0,0
Own-delivery adaptation,No feedback,2002,2013-04-28,7,3.4323536129199765,2.698253833765464,0.7340997791545123,-2.5339226489062785,0,0,0
Own-delivery adaptation,ECF,2002,2013-04-28,7,3.4243276702350722,2.691291862739662,0.7330358074954105,-2.540770672169056,5,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-04-28,7,3.3171376960761485,2.6373721748946357,0.6797655211815127,-2.594232235228933,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-04-28,7,3.4321530876407103,2.6981383828012255,0.7340147048394847,-2.5340367511627933,0,0,0
Own-delivery adaptation,No feedback,2002,2013-04-29,7,3.8038837655679214,3.091107505571795,0.712776259996126,-1.9338551654547143,0,0,0
Own-delivery adaptation,ECF,2002,2013-04-29,7,3.7978566986031668,3.084031759553347,0.7138249390498198,-1.9407988105403549,6,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-04-29,7,3.699953484129458,3.0401540639968143,0.6597994201326441,-1.9842718372808852,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-04-29,7,3.8051388034665488,3.091269634147828,0.7138691693187206,-1.933695200308003,0,0,0
Own-delivery adaptation,No feedback,2002,2013-04-30,7,3.799322897427331,2.723969404888577,1.075353492538754,-2.318242764803185,0,0,0
Own-delivery adaptation,ECF,2002,2013-04-30,7,3.7401327788994863,2.719567851361937,1.0205649275375495,-2.3226029119246,6,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-04-30,7,3.552126505901616,2.6508638424086426,0.901262663492973,-2.390796597324461,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-04-30,7,3.798370716672672,2.7237049291502506,1.0746657875224217,-2.3185068209252897,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-01,7,4.075802888129931,3.0621135909757413,1.0136892971541898,-2.025995169166086,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-01,7,4.073872549617125,3.060148203424608,1.0137243461925167,-2.02792230943684,2,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-01,7,3.807656730110894,2.9625935193036192,0.8450632108072746,-2.124359284423328,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-01,7,4.073917587324256,3.060193635035465,1.0137239522887909,-2.0278770464437,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-06,8,3.613504160993618,2.911024938527249,0.702479222466369,-2.658968415418955,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-06,8,3.611455217423112,2.9098713164698404,0.7015839009532714,-2.66011408765624,5,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-06,8,3.531211416112284,2.8516205388518676,0.6795908772604168,-2.717698366626482,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-06,8,3.6134916171890663,2.9110136932880377,0.7024779239010287,-2.6589795062953705,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-07,8,3.9462838285348707,2.9329996872172774,1.0132841413175935,-2.5856011051900367,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-07,8,3.9485332243717686,2.9331062670945114,1.0154269572772572,-2.5854790417232056,5,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-07,8,3.847844366593268,2.9137949174774693,0.9340494491157988,-2.604687214898626,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-07,8,3.9472440906011315,2.933763984965054,1.0134801056360774,-2.58485230876913,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-08,8,3.874226919917531,2.846500998942011,1.02772592097552,-2.5723249840894047,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-08,8,3.8516979588322204,2.852000029954473,0.9996979288777476,-2.5670667687014843,7,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-08,8,3.725438044362167,2.844829746718491,0.8806082976436764,-2.574197455233797,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-08,8,3.8735683007566566,2.845968899624538,1.027599401132119,-2.572850089994894,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-09,8,3.944163718220827,2.9973116348638316,0.9468520833569957,-2.349823807509719,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-09,8,3.9333384176109845,2.9894761522419344,0.9438622653690498,-2.357538830448983,9,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-09,8,3.7391590899958533,2.9338746530708435,0.8052844369250095,-2.412541849993274,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-09,8,3.9425121329077304,2.9958762132077013,0.946635919700029,-2.3512234012421684,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-10,8,3.7149114746518386,2.878984524993992,0.8359269496578471,-2.351802755087985,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-10,8,3.7140785660070614,2.879022715973598,0.8350558500334634,-2.351765671295341,2,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-10,8,3.577494951146366,2.8014031822918026,0.7760917688545637,-2.4286763707384194,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-10,8,3.714275803775732,2.878811620313009,0.8354641834627229,-2.351974688049545,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-11,8,3.998966867957788,2.553432710903346,1.445534157054442,-3.0888451463717566,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-11,8,4.174827366991006,2.696696699321959,1.4781306676690462,-2.946794610281316,9,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-11,8,3.77877241478891,2.590257305546503,1.1885151092424067,-3.0521513080833933,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-11,8,4.00281046193843,2.555146769286067,1.4476636926523634,-3.087153216241615,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-12,8,4.18978252806701,3.105148161250552,1.0846343668164582,-2.459875099271904,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-12,8,4.179015240899407,3.1174578988535506,1.0615573420458566,-2.4477648030662404,4,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-12,8,4.0424652254806785,3.1235578614567894,0.9189073640238894,-2.4421128120593827,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-12,8,4.188066726719775,3.103143671621165,1.0849230550986102,-2.4618659078867857,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-16,9,3.7236054859934566,2.775956703176488,0.9476487828169685,-3.191296838159859,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-16,9,3.7223493416778113,2.775956703176488,0.9463926385013233,-3.191296838160727,2,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-16,9,3.4938615982221135,2.662217958943383,0.8316436392787302,-3.303535043983546,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-16,9,3.723605490776149,2.775956703176488,0.9476487875996608,-3.1912968381597127,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-17,9,3.7687202764042658,2.822806316415348,0.9459139599889176,-3.310944431617679,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-17,9,3.7718805516652427,2.827831030468724,0.9440495211965184,-3.305981580220543,2,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-17,9,3.557437623335085,2.7116555479536495,0.8457820753814351,-3.421081040569714,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-17,9,3.768671978075025,2.822794511260205,0.9458774668148204,-3.3109560956028443,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-18,9,3.9014692884148165,2.9223415838032483,0.9791277046115684,-3.464236668056062,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-18,9,3.8852396680491994,2.907293775611248,0.9779458924379518,-3.4791336294621935,5,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-18,9,3.70039427311161,2.8339671868960554,0.8664270862155541,-3.551878163990802,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-18,9,3.901365830759079,2.922205025096854,0.9791608056622254,-3.4643725578049347,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-19,9,3.555407665737215,2.7051973301794314,0.8502103355577834,-3.9363420227490313,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-19,9,3.5487924178909234,2.699798311089559,0.8489941068013646,-3.9416045124160264,5,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-19,9,3.3812603132465537,2.659929608136247,0.7213307051103064,-3.9814062259786214,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-19,9,3.5549908038744635,2.704958619200993,0.8500321846734702,-3.9365783788779596,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-20,9,3.472778720520422,2.5759557625789204,0.8968229579415012,-4.041058498997043,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-20,9,3.4838109694610195,2.5804102021314845,0.9034007673295351,-4.036579061858825,2,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-20,9,3.2270812620942726,2.472696475302579,0.7543847867916932,-4.143250548729246,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-20,9,3.4723319922675473,2.575386434705198,0.8969455575623492,-4.041620195039725,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-21,9,4.050980651975364,2.9530635411133064,1.097917110862058,-3.2901666075751885,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-21,9,4.045358635079477,2.949023114278473,1.0963355208010048,-3.2940891510179173,5,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-21,9,3.77755063359336,2.8168947750835645,0.9606558585097955,-3.4247035663373,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-21,9,4.0507151741438605,2.952906916094335,1.097808258049525,-3.2903226003313484,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-22,9,3.6434768218687896,1.8968415158844014,1.7466353059843882,-5.321883468421547,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-22,9,3.656473007490362,1.879668561714883,1.776804445775479,-5.338917729646208,4,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-22,9,3.2087758264971997,1.9376456041980823,1.2711302222991179,-5.281445530372013,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-22,9,3.6426297509428247,1.8965592696732023,1.7460704812696222,-5.322164325298979,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-23,9,3.9829308652601942,1.6369219048040897,2.3460089604561047,-5.678385426613739,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-23,9,3.58359484754225,1.6529703112906704,1.9306245362515793,-5.662476577878883,13,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-23,9,3.2218643305422603,1.6214338112662778,1.6004305192759825,-5.6941904265661005,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-23,9,3.968006458889672,1.635215313145995,2.3327911457436765,-5.680070602856847,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-24,9,3.9694341169925083,2.6271144588955555,1.3423196580969528,-4.195413508799206,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-24,9,3.9627552436388886,2.6240321372244946,1.338723106414394,-4.1984630776159975,3,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-24,9,3.580585422025659,2.498414421469271,1.0821710005563876,-4.323085941897451,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-24,9,3.967031439842794,2.626139115042266,1.3408923248005282,-4.19637526864161,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-25,9,3.744704161450535,2.619308485477288,1.1253956759732475,-4.035662925067421,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-25,9,3.774773684213767,2.649483833641681,1.1252898505720856,-4.005764771196857,6,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-25,9,3.575329700578615,2.5878151812501486,0.9875145193284666,-4.067212882747906,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-25,9,3.7464266615565105,2.6209875315182902,1.1254391300382205,-4.034002004496626,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-26,9,3.678032275053525,2.699990062273532,0.9780422127799923,-4.080712174913693,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-26,9,3.6769668615964575,2.700543789480252,0.9764230721162053,-4.080181602122816,5,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-26,9,3.4464498468862104,2.63528020699672,0.8111696398894903,-4.145024619189613,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-26,9,3.6752828180676813,2.6978028775494063,0.9774799405182749,-4.082893008008885,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-27,9,3.7289541240419886,2.223665326201195,1.5052887978407934,-4.787394170988279,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-27,9,3.7734438296434005,2.283353290568846,1.490090539074555,-4.72826352606045,7,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-27,9,3.519515697908447,2.2382456794540886,1.2812700184543584,-4.773205246444872,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-27,9,3.723903752369841,2.2205551281633693,1.503348624206472,-4.790472752479213,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-28,9,4.193971832403959,2.4531724701061797,1.74079936229778,-4.066698264691893,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-28,9,4.222402970949255,2.482152352113798,1.7402506188354567,-4.038031482764419,3,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-28,9,3.636579902470526,2.378030997249161,1.2585489052213648,-4.1411006100556325,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-28,9,4.187005563462686,2.451295622097686,1.7357099413650003,-4.068552300036912,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-29,9,4.001232863485121,2.6438870906964618,1.357345772788659,-3.4575133400888123,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-29,9,4.06278183271979,2.709320806673979,1.3534610260458109,-3.3929242443219247,6,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-29,9,3.8843796339722223,2.7954689646137023,1.0889106693585195,-3.307950733059718,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-29,9,3.9953691076770186,2.6393935623034217,1.3559755453735973,-3.461957503968609,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-30,9,4.014597084606468,2.950051088047151,1.0645459965593167,-3.0933591061496704,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-30,9,3.9997180141038515,2.936069855946531,1.0636481581573205,-3.1071221229764543,3,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-30,9,3.8062208493981093,2.869062536194444,0.9371583132036654,-3.173415028800508,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-30,9,4.0118158022929435,2.947907048378688,1.0639087539142553,-3.0954866106404513,0,0,0
Own-delivery adaptation,No feedback,2002,2013-05-31,9,3.9700839419008713,2.8203651111601054,1.1497188307407664,-2.958399293165436,0,0,0
Own-delivery adaptation,ECF,2002,2013-05-31,9,3.9662283087149417,2.7999161392451017,1.1663121694698397,-2.9784851628660998,8,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-05-31,9,3.6430950043652515,2.670930748597474,0.9721642557677774,-3.1060868460645947,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-05-31,9,3.9702556444394395,2.8186167362083543,1.1516389082310852,-2.960128745042188,0,0,0
Own-delivery adaptation,No feedback,2002,2013-06-01,9,3.6033875560368434,2.0083434576226833,1.59504409841416,-4.319584583549299,0,0,0
Own-delivery adaptation,ECF,2002,2013-06-01,9,3.706488263418952,2.0430128725604733,1.6634753908584787,-4.285022221290214,5,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-06-01,9,3.211095225761921,2.0250124287164706,1.1860827970454502,-4.302836717577938,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-06-01,9,3.6014100336633463,2.0077730291947873,1.5936370044685588,-4.3201479404238246,0,0,0
Own-delivery adaptation,No feedback,2002,2013-06-02,9,3.7036077866338157,0.7012924524797026,3.0023153341541127,-7.402171362035549,0,0,0
Own-delivery adaptation,ECF,2002,2013-06-02,9,4.044539656810591,0.7891516581121067,3.2553879986984837,-7.314737653536608,7,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-06-02,9,2.7953187547419662,0.6717887007199398,2.1235300540220265,-7.432024918669002,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-06-02,9,3.7039817651540057,0.7007208533436328,3.003260911810373,-7.402746627955839,0,0,0
Own-delivery adaptation,No feedback,2002,2013-06-03,9,3.8088161287789246,2.5791331537739803,1.229682975004945,-4.485333218165471,0,0,0
Own-delivery adaptation,ECF,2002,2013-06-03,9,3.8125869335942797,2.5880859712345488,1.224500962359731,-4.476436202942498,7,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-06-03,9,3.4553777746272054,2.5140142512045878,0.9413635234226179,-4.549595764428913,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-06-03,9,3.8064559126856095,2.5783560030393815,1.2280999096462282,-4.486105206999908,0,0,0
Own-delivery adaptation,No feedback,2002,2013-06-04,9,3.6243829816974085,2.5389940708626213,1.085388910834787,-4.279730621624212,0,0,0
Own-delivery adaptation,ECF,2002,2013-06-04,9,3.632241553503386,2.545154942387087,1.0870866111162991,-4.273576384932172,4,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-06-04,9,3.4095935532624213,2.4873463111125806,0.9222472421498406,-4.330895936832448,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-06-04,9,3.6190457860911613,2.53688466287002,1.0821611232211414,-4.281825569193815,0,0,0
Own-delivery adaptation,No feedback,2002,2013-06-05,9,3.569115269578761,2.287916572788398,1.2811986967903626,-4.642548778557107,0,0,0
Own-delivery adaptation,ECF,2002,2013-06-05,9,3.6351199996173333,2.3173890809830047,1.317730918634329,-4.6132862434897515,6,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-06-05,9,3.519495886028891,2.289273086664237,1.2302227993646542,-4.641243795485239,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-06-05,9,3.563488575878087,2.2861446758218427,1.2773439000562443,-4.644306995317256,0,0,0
Own-delivery adaptation,No feedback,2002,2013-06-06,9,3.7887226249982655,2.1096614905795805,1.679061134418685,-4.547784140559611,0,0,0
Own-delivery adaptation,ECF,2002,2013-06-06,9,3.781517736676652,2.1161910737236003,1.6653266629530517,-4.541327012400053,6,0,0
Own-delivery adaptation,Same update without qualification,2002,2013-06-06,9,3.056615770905505,2.0288005266990785,1.0278152442064266,-4.628068032347506,0,0,0
Own-delivery adaptation,Equal-total shadow,2002,2013-06-06,9,3.783835152245358,2.109228020267867,1.6746071319774918,-4.548215984295151,0,0,0
