comparator,mean_kWh_day,p25_kWh_day,median_kWh_day,p75_kWh_day,CI95_low_kWh_day,CI95_high_kWh_day
NO_FEEDBACK,17.402923778185315,-1.3273412465953927,0.8146528048684765,13.829269927680631,5.107682229737182,29.698165326633433
MATCHED_UNIFORM,17.399992138717327,-1.3297882820760831,0.8008635165801525,13.827653110818904,4.943914566655853,29.856069710778797
