comparator,delivery_MWh,source_exchange_MWh,authorization_MWh,unused_authorization_MWh
NO_FEEDBACK,1.3922339022548251,1.377224603622413,1.2064296342910428,-0.1858042679637771
MATCHED_UNIFORM,1.391999371097386,1.3769926456983579,1.2132508196267562,-0.17874855147063762
